category,word_english,typical_M_older,typical_SD_older,familiar_M_older,familiar_SD_older,unknown_percent_older,frequency_M_older,frequency_SD_older,visual_complex_M_older,visual_complex_SD_older,imagine_M_older,imagine_SD_older,aoa_M_older,aoa_SD_older,,typical_M_younger,typical_SD_younger,familiar_M_younger,familiar_SD_younger,unknown_percent_younger,frequency_M_younger,frequency_SD_younger,visual_complex_M_younger,visual_complex_SD_younger,imagine_M_younger,imagine_SD_younger,aoa_M_younger,aoa_SD_younger,,,
Animals,mongoose,4.220 ,(1.866),2.938 ,(1.590),7.692 ,1.875 ,(0.815),3.721 ,(1.548),4.395 ,(1.917),6.313 ,(1.075),,3.762 ,(1.845),3.286 ,(1.367),20.755 ,2.190 ,(1.131),4.000 ,(1.188),3.771 ,(1.516),5.146 ,(1.333),,,
Animals,monkey,6.226 ,(1.068),5.660 ,(1.628),0.000 ,3.887 ,(1.888),4.302 ,(1.475),6.377 ,(1.023),3.358 ,(1.302),,6.151 ,(1.081),5.453 ,(1.324),0.000 ,4.302 ,(1.793),4.189 ,(1.415),6.151 ,(1.063),2.481 ,(0.852),,,
Animals,moose,5.019 ,(1.709),3.808 ,(1.704),3.704 ,2.250 ,(1.118),4.212 ,(1.625),5.365 ,(1.597),6.196 ,(1.132),,4.377 ,(1.746),4.038 ,(1.593),0.000 ,2.538 ,(1.320),4.288 ,(1.273),5.000 ,(1.386),4.415 ,(1.184),,,
Animals,mouse,5.943 ,(1.420),5.642 ,(1.469),0.000 ,3.642 ,(1.798),3.660 ,(1.720),6.472 ,(1.103),3.170 ,(1.411),,5.849 ,(1.116),5.792 ,(1.350),0.000 ,4.321 ,(1.541),3.340 ,(1.372),6.321 ,(0.803),2.415 ,(1.008),,,
Animals,mule,5.283 ,(1.446),4.547 ,(1.612),1.852 ,2.792 ,(1.166),3.868 ,(1.630),5.755 ,(1.426),5.308 ,(1.422),,4.615 ,(1.635),4.269 ,(1.573),0.000 ,2.904 ,(1.209),3.769 ,(1.409),4.865 ,(1.456),4.346 ,(1.170),,,
Animals,muskrat,3.595 ,(1.822),2.683 ,(1.507),22.642 ,1.675 ,(0.829),3.769 ,(1.677),3.875 ,(1.539),6.659 ,(0.656),,3.500 ,(1.972),2.393 ,(1.227),46.154 ,1.786 ,(1.031),3.571 ,(1.505),3.385 ,(1.557),6.500 ,(0.906),,,
Animals,newt,3.979 ,(1.896),3.646 ,(1.720),9.434 ,2.271 ,(1.144),3.723 ,(1.514),4.702 ,(1.829),5.542 ,(1.429),,3.549 ,(1.858),3.784 ,(1.540),3.774 ,2.529 ,(1.189),3.833 ,(1.310),4.396 ,(1.425),4.275 ,(1.133),,,
Animals,ocelot,4.673 ,(1.962),3.340 ,(1.791),7.407 ,2.306 ,(1.294),4.170 ,(1.565),5.000 ,(1.714),6.667 ,(0.663),,3.688 ,(2.089),2.625 ,(1.586),69.811 ,1.813 ,(0.981),4.667 ,(0.707),4.111 ,(1.537),5.875 ,(1.147),,,
Animals,octopus,3.843 ,(1.922),4.058 ,(1.765),1.887 ,2.627 ,(1.428),4.588 ,(1.551),6.135 ,(1.284),5.154 ,(1.289),,4.038 ,(1.754),4.868 ,(1.401),0.000 ,3.000 ,(1.301),4.712 ,(1.433),5.830 ,(1.477),3.302 ,(1.186),,,
Animals,orangutan,5.220 ,(1.607),3.920 ,(1.550),3.846 ,2.700 ,(1.266),4.673 ,(1.612),5.857 ,(1.369),6.286 ,(1.173),,4.811 ,(1.665),4.547 ,(1.435),0.000 ,3.264 ,(1.546),4.698 ,(1.514),5.453 ,(1.309),4.170 ,(1.069),,,
Animals,otter,5.264 ,(1.508),4.283 ,(1.714),1.852 ,2.830 ,(1.383),4.019 ,(1.474),5.679 ,(1.283),5.509 ,(1.436),,4.774 ,(1.527),4.755 ,(1.492),0.000 ,3.000 ,(1.345),3.906 ,(1.362),5.566 ,(1.352),3.642 ,(0.942),,,
Animals,ox,5.296 ,(1.723),4.241 ,(1.780),0.000 ,2.870 ,(1.649),4.056 ,(1.630),5.537 ,(1.563),4.792 ,(1.691),,4.679 ,(1.504),4.264 ,(1.470),0.000 ,2.849 ,(1.460),3.846 ,(1.406),4.846 ,(1.589),4.170 ,(1.221),,,
Animals,panda,5.377 ,(1.678),4.660 ,(1.663),1.852 ,3.302 ,(1.551),4.075 ,(1.492),6.038 ,(1.343),5.830 ,(1.638),,5.434 ,(1.435),5.377 ,(1.376),0.000 ,3.604 ,(1.645),4.038 ,(1.357),6.057 ,(1.117),2.981 ,(1.009),,,
Animals,panther,5.462 ,(1.553),4.000 ,(1.669),3.704 ,2.577 ,(1.289),4.231 ,(1.436),5.731 ,(1.457),5.750 ,(1.297),,4.904 ,(1.624),4.385 ,(1.444),1.887 ,2.962 ,(1.468),3.865 ,(1.469),5.327 ,(1.465),4.078 ,(1.017),,,
Animals,pig,6.630 ,(0.653),6.037 ,(1.303),0.000 ,4.566 ,(2.005),3.889 ,(1.645),6.463 ,(0.985),3.056 ,(1.352),,6.453 ,(0.822),5.792 ,(1.291),0.000 ,4.868 ,(1.569),3.755 ,(1.479),6.151 ,(1.099),2.151 ,(0.928),,,
Animals,polar bear,5.778 ,(1.369),5.074 ,(1.576),0.000 ,3.167 ,(1.437),3.815 ,(1.518),6.426 ,(0.983),4.415 ,(1.460),,5.566 ,(1.474),5.340 ,(1.454),0.000 ,3.792 ,(1.621),3.925 ,(1.439),6.038 ,(1.073),3.000 ,(1.188),,,
Animals,polecat,4.327 ,(1.801),2.804 ,(1.497),3.774 ,1.941 ,(0.947),3.680 ,(1.671),4.400 ,(1.654),6.620 ,(0.830),,3.850 ,(1.994),3.175 ,(1.430),24.528 ,2.150 ,(1.252),4.057 ,(1.349),4.143 ,(1.574),5.436 ,(1.231),,,
Animals,pony,6.340 ,(0.999),5.566 ,(1.575),0.000 ,4.226 ,(1.660),4.019 ,(1.704),6.392 ,(1.168),3.434 ,(1.474),,5.962 ,(1.037),5.642 ,(1.415),0.000 ,4.283 ,(1.691),3.906 ,(1.418),6.151 ,(1.026),2.755 ,(1.159),,,
Animals,porcupine,4.510 ,(1.880),3.588 ,(1.499),5.556 ,2.216 ,(0.986),4.647 ,(1.440),5.804 ,(1.429),5.520 ,(1.389),,3.981 ,(1.813),4.094 ,(1.596),0.000 ,2.660 ,(1.400),4.510 ,(1.286),4.843 ,(1.528),4.569 ,(1.118),,,
Animals,porpoise,4.500 ,(1.764),4.200 ,(1.525),3.846 ,3.140 ,(1.414),4.060 ,(1.449),5.640 ,(1.467),5.857 ,(1.339),,3.714 ,(1.732),3.776 ,(1.490),7.547 ,2.592 ,(1.353),3.978 ,(1.256),4.609 ,(1.612),5.170 ,(1.257),,,
Animals,possum,4.149 ,(2.126),2.848 ,(1.445),11.538 ,1.957 ,(0.918),3.930 ,(1.549),4.349 ,(1.717),6.711 ,(0.549),,3.860 ,(1.863),3.260 ,(1.601),5.660 ,2.400 ,(1.294),4.432 ,(1.144),4.189 ,(1.561),5.286 ,(1.258),,,
Animals,puma,5.226 ,(1.671),3.904 ,(1.871),1.887 ,2.500 ,(1.291),4.039 ,(1.455),5.481 ,(1.515),5.865 ,(1.314),,4.472 ,(1.867),4.170 ,(1.503),0.000 ,2.830 ,(1.297),4.096 ,(1.404),4.961 ,(1.509),4.509 ,(1.368),,,
Animals,python,4.321 ,(2.073),3.685 ,(1.820),0.000 ,2.315 ,(1.371),3.611 ,(1.522),5.556 ,(1.475),5.870 ,(1.117),,4.000 ,(1.641),4.509 ,(1.449),0.000 ,2.792 ,(1.364),3.170 ,(1.312),5.321 ,(1.283),4.151 ,(1.133),,,
Animals,rabbit,6.385 ,(1.123),6.192 ,(1.121),0.000 ,4.765 ,(1.668),4.058 ,(1.638),6.558 ,(0.978),3.196 ,(1.536),,6.642 ,(0.558),6.358 ,(0.901),0.000 ,5.434 ,(1.448),3.868 ,(1.345),6.434 ,(0.951),2.377 ,(0.945),,,
Animals,raccoon,4.528 ,(1.877),3.080 ,(1.510),1.961 ,2.137 ,(1.059),4.146 ,(1.487),4.750 ,(1.804),6.260 ,(1.192),,4.396 ,(1.790),4.094 ,(1.690),0.000 ,2.755 ,(1.453),4.038 ,(1.267),5.058 ,(1.474),4.151 ,(1.262),,,
Animals,rat,5.698 ,(1.462),4.604 ,(1.822),1.852 ,3.132 ,(1.594),3.654 ,(1.494),6.077 ,(1.186),4.151 ,(1.598),,5.302 ,(1.295),5.340 ,(1.413),0.000 ,4.019 ,(1.704),3.340 ,(1.358),6.038 ,(1.091),2.906 ,(1.024),,,
Animals,rattle snake,4.216 ,(2.003),3.265 ,(1.741),5.769 ,2.204 ,(1.190),3.660 ,(1.636),5.163 ,(1.637),5.920 ,(1.368),,4.057 ,(1.726),4.472 ,(1.588),0.000 ,2.755 ,(1.440),3.585 ,(1.447),5.189 ,(1.455),4.264 ,(1.041),,,
Animals,reindeer,5.537 ,(1.551),5.074 ,(1.515),0.000 ,3.370 ,(1.629),4.426 ,(1.368),6.189 ,(1.178),3.538 ,(1.686),,4.604 ,(1.780),5.208 ,(1.472),0.000 ,3.830 ,(1.566),4.151 ,(1.574),5.868 ,(1.241),2.453 ,(0.911),,,
Animals,rhinoceros,5.585 ,(1.420),4.377 ,(1.757),1.852 ,2.849 ,(1.446),4.547 ,(1.514),6.075 ,(1.299),4.925 ,(1.412),,5.434 ,(1.337),5.057 ,(1.336),0.000 ,3.189 ,(1.494),4.365 ,(1.221),5.769 ,(1.165),3.365 ,(1.138),,,
Animals,salamander,3.690 ,(1.880),2.750 ,(1.565),21.569 ,1.800 ,(0.853),3.921 ,(1.531),4.526 ,(1.751),6.675 ,(0.797),,3.158 ,(1.586),3.132 ,(1.379),28.302 ,2.263 ,(1.131),4.156 ,(1.298),3.813 ,(1.447),5.389 ,(1.225),,,
Animals,salmon,4.135 ,(2.284),5.654 ,(1.595),1.887 ,4.863 ,(1.778),3.712 ,(1.661),6.250 ,(1.266),4.980 ,(1.581),,3.679 ,(1.752),5.434 ,(1.323),0.000 ,4.509 ,(1.489),3.673 ,(1.339),5.340 ,(1.493),3.868 ,(0.941),,,
Animals,sea horse,3.383 ,(1.848),3.468 ,(1.613),11.321 ,2.130 ,(1.002),4.222 ,(1.330),5.532 ,(1.600),6.128 ,(1.244),,3.094 ,(1.768),4.245 ,(1.675),0.000 ,2.453 ,(1.381),4.827 ,(1.478),5.415 ,(1.473),4.019 ,(1.152),,,
Animals,sea lion,4.577 ,(1.775),4.058 ,(1.830),3.704 ,2.673 ,(1.396),3.725 ,(1.457),5.569 ,(1.578),5.673 ,(1.478),,4.269 ,(1.561),4.346 ,(1.520),1.887 ,2.712 ,(1.419),3.941 ,(1.287),5.216 ,(1.346),3.882 ,(1.160),,,
Animals,seal,5.269 ,(1.573),5.000 ,(1.455),0.000 ,3.596 ,(1.512),3.692 ,(1.603),6.327 ,(0.985),4.863 ,(1.442),,4.774 ,(1.552),5.094 ,(1.471),0.000 ,3.660 ,(1.413),3.736 ,(1.211),5.887 ,(1.068),3.453 ,(1.119),,,
Animals,shark,4.196 ,(1.980),4.333 ,(1.705),3.774 ,2.980 ,(1.703),3.686 ,(1.490),5.980 ,(1.319),5.039 ,(1.442),,4.404 ,(1.695),5.154 ,(1.392),0.000 ,3.731 ,(1.805),3.865 ,(1.237),6.115 ,(1.078),3.057 ,(1.008),,,
Animals,sheep,6.755 ,(0.585),6.491 ,(1.012),0.000 ,5.585 ,(1.610),4.283 ,(1.610),6.623 ,(0.882),3.000 ,(1.581),,6.472 ,(0.775),6.264 ,(1.077),0.000 ,5.596 ,(1.404),3.509 ,(1.705),6.377 ,(1.213),2.000 ,(0.855),,,
Animals,shrew,4.660 ,(1.857),3.326 ,(1.739),13.208 ,2.304 ,(1.227),3.444 ,(1.439),4.911 ,(1.717),6.261 ,(1.063),,4.292 ,(1.675),3.750 ,(1.644),9.434 ,2.542 ,(1.220),3.667 ,(1.225),4.333 ,(1.610),4.625 ,(1.142),,,
Animals,shrimp,3.840 ,(2.024),4.660 ,(1.533),5.660 ,3.460 ,(1.528),4.640 ,(1.699),5.540 ,(1.581),5.680 ,(1.720),,3.154 ,(1.626),4.654 ,(1.480),0.000 ,3.442 ,(1.461),4.039 ,(1.414),5.059 ,(1.287),4.442 ,(1.127),,,
Animals,skunk,4.283 ,(2.004),3.115 ,(1.592),1.887 ,2.038 ,(0.907),3.700 ,(1.657),5.100 ,(1.764),5.804 ,(1.281),,4.308 ,(1.799),4.058 ,(1.552),0.000 ,2.462 ,(1.146),4.118 ,(1.437),5.235 ,(1.478),3.885 ,(1.182),,,
Animals,sloth,4.159 ,(1.817),2.907 ,(1.659),18.868 ,1.930 ,(1.033),3.683 ,(1.556),4.610 ,(1.856),6.625 ,(0.628),,3.605 ,(1.911),3.711 ,(1.723),28.302 ,2.605 ,(1.424),4.156 ,(1.298),4.500 ,(1.849),5.324 ,(1.375),,,
Animals,snake,4.887 ,(1.804),4.264 ,(1.862),1.852 ,2.925 ,(1.479),3.377 ,(1.608),6.245 ,(0.998),4.115 ,(1.247),,5.173 ,(1.581),5.577 ,(1.363),0.000 ,3.942 ,(1.809),3.038 ,(1.495),6.365 ,(0.908),2.673 ,(1.098),,,
Animals,sole,3.696 ,(2.318),5.522 ,(1.588),9.804 ,4.609 ,(1.653),3.356 ,(1.654),6.045 ,(1.056),5.348 ,(1.523),,2.756 ,(2.022),3.875 ,(1.814),23.077 ,3.049 ,(1.816),3.306 ,(1.283),4.556 ,(1.501),5.073 ,(1.330),,,
Animals,squirrel,6.019 ,(1.339),5.852 ,(1.338),0.000 ,4.685 ,(1.820),4.226 ,(1.683),6.340 ,(1.073),4.204 ,(1.583),,5.585 ,(1.151),5.623 ,(1.259),0.000 ,4.792 ,(1.573),4.226 ,(1.310),6.340 ,(0.807),2.849 ,(1.081),,,
Animals,stoat,5.038 ,(1.581),4.170 ,(1.695),1.852 ,2.415 ,(1.134),3.706 ,(1.514),5.173 ,(1.630),5.500 ,(1.528),,4.292 ,(1.810),3.875 ,(1.579),9.434 ,2.583 ,(1.235),3.783 ,(1.263),4.261 ,(1.692),4.660 ,(1.221),,,
Animals,tapir,4.075 ,(1.900),2.897 ,(1.373),26.415 ,2.000 ,(1.000),4.000 ,(1.242),4.583 ,(1.730),6.842 ,(0.370),,3.267 ,(1.751),2.867 ,(1.407),71.698 ,1.929 ,(0.829),4.786 ,(1.051),4.167 ,(1.528),6.333 ,(0.816),,,
Animals,terrapin,4.136 ,(1.984),3.558 ,(1.563),15.686 ,2.372 ,(1.310),3.643 ,(1.605),5.071 ,(2.029),6.674 ,(0.715),,3.608 ,(1.613),3.922 ,(1.573),3.774 ,2.549 ,(1.346),3.875 ,(1.214),4.917 ,(1.366),4.882 ,(1.291),,,
Animals,tiger,6.333 ,(1.009),5.130 ,(1.843),0.000 ,3.519 ,(1.850),4.556 ,(1.586),6.426 ,(1.092),3.778 ,(1.513),,6.189 ,(1.144),5.434 ,(1.575),0.000 ,4.075 ,(1.730),4.340 ,(1.440),6.340 ,(1.143),2.642 ,(1.076),,,
Animals,toad,4.736 ,(1.619),4.358 ,(1.558),0.000 ,2.717 ,(1.292),4.283 ,(1.634),5.660 ,(1.372),4.585 ,(1.365),,4.208 ,(1.691),4.962 ,(1.506),0.000 ,3.415 ,(1.379),3.868 ,(1.532),5.623 ,(1.213),3.170 ,(1.014),,,
Animals,tortoise,5.302 ,(1.436),4.887 ,(1.540),1.852 ,3.113 ,(1.382),3.925 ,(1.299),6.245 ,(1.108),4.189 ,(1.442),,4.755 ,(1.453),5.189 ,(1.331),0.000 ,3.528 ,(1.475),3.906 ,(1.390),5.736 ,(1.129),3.113 ,(1.013),,,
Animals,trout,3.900 ,(2.323),5.306 ,(1.517),0.000 ,4.265 ,(1.741),3.796 ,(1.500),6.061 ,(1.215),5.383 ,(1.328),,3.075 ,(1.838),5.208 ,(1.261),0.000 ,3.868 ,(1.545),3.472 ,(1.381),5.283 ,(1.321),3.943 ,(1.064),,,
Animals,turtle,4.453 ,(1.760),3.868 ,(1.732),1.852 ,2.679 ,(1.298),4.132 ,(1.557),5.415 ,(1.622),6.000 ,(1.160),,4.547 ,(1.539),4.868 ,(1.415),0.000 ,3.302 ,(1.462),4.057 ,(1.336),5.642 ,(1.415),3.566 ,(0.991),,,
Animals,vole,4.784 ,(1.724),3.840 ,(1.658),5.660 ,2.420 ,(1.326),3.375 ,(1.525),4.854 ,(1.688),5.940 ,(1.168),,4.022 ,(1.770),3.543 ,(1.656),13.208 ,2.304 ,(1.245),3.548 ,(1.292),4.214 ,(1.646),4.761 ,(1.251),,,
Animals,wallaby,4.635 ,(1.727),3.712 ,(1.673),3.704 ,2.327 ,(1.200),4.327 ,(1.410),5.451 ,(1.540),6.462 ,(0.874),,3.863 ,(1.613),3.569 ,(1.591),3.774 ,2.451 ,(1.254),4.163 ,(1.290),4.419 ,(1.384),4.980 ,(1.334),,,
Animals,walrus,4.547 ,(1.671),3.868 ,(1.699),0.000 ,2.604 ,(1.261),4.346 ,(1.312),5.717 ,(1.306),5.302 ,(1.265),,4.396 ,(1.822),4.245 ,(1.663),0.000 ,2.717 ,(1.336),4.115 ,(1.215),5.000 ,(1.612),4.075 ,(1.313),,,
Animals,warthog,4.130 ,(1.746),2.848 ,(1.605),13.208 ,1.957 ,(0.868),3.953 ,(1.447),4.614 ,(1.646),6.909 ,(0.291),,3.795 ,(1.812),3.568 ,(1.634),16.981 ,2.250 ,(1.102),3.973 ,(1.536),4.514 ,(1.502),5.227 ,(1.327),,,
Animals,weasel,5.212 ,(1.576),3.863 ,(1.625),3.774 ,2.725 ,(1.313),3.900 ,(1.474),5.265 ,(1.565),5.200 ,(1.443),,4.566 ,(1.704),4.226 ,(1.396),0.000 ,3.151 ,(1.406),3.769 ,(1.262),4.769 ,(1.592),4.019 ,(1.263),,,
Animals,whale,4.981 ,(1.766),5.000 ,(1.738),1.887 ,3.154 ,(1.661),3.596 ,(1.445),6.275 ,(1.185),4.577 ,(1.419),,4.736 ,(1.643),5.038 ,(1.454),0.000 ,3.792 ,(1.691),3.623 ,(1.471),5.943 ,(1.117),3.094 ,(1.079),,,
Animals,wildebeest,4.714 ,(1.893),3.367 ,(1.716),9.259 ,2.306 ,(1.245),4.042 ,(1.543),5.188 ,(1.394),6.542 ,(0.922),,4.417 ,(1.889),3.833 ,(1.667),7.692 ,2.646 ,(1.537),4.409 ,(1.419),4.705 ,(1.679),5.333 ,(1.358),,,
Animals,wolf,5.889 ,(1.423),4.500 ,(1.645),0.000 ,3.056 ,(1.522),4.093 ,(1.569),6.000 ,(1.099),3.755 ,(1.518),,5.566 ,(1.135),5.283 ,(1.364),0.000 ,3.660 ,(1.605),3.868 ,(1.373),5.755 ,(1.357),3.000 ,(1.038),,,
Animals,wombat,4.095 ,(1.985),2.500 ,(1.550),20.755 ,1.857 ,(0.952),3.882 ,(1.472),4.343 ,(1.814),6.950 ,(0.221),,4.065 ,(1.890),3.348 ,(1.609),13.208 ,2.261 ,(1.182),3.821 ,(1.254),3.769 ,(1.366),5.000 ,(1.297),,,
Animals,zebra,5.566 ,(1.647),4.585 ,(1.658),0.000 ,3.000 ,(1.400),4.283 ,(1.498),6.226 ,(1.310),4.442 ,(1.461),,5.623 ,(1.596),5.340 ,(1.400),0.000 ,3.830 ,(1.762),4.321 ,(1.397),6.264 ,(0.944),2.981 ,(1.152),,,
Birds,albatross,4.720 ,(1.841),3.660 ,(1.825),3.846 ,2.340 ,(1.171),3.780 ,(1.542),4.917 ,(1.784),6.300 ,(0.909),,4.511 ,(1.840),3.936 ,(1.647),11.321 ,2.638 ,(1.276),4.326 ,(1.169),4.395 ,(1.664),4.723 ,(1.210),,,
Birds,blackbird,6.648 ,(0.677),6.204 ,(1.188),0.000 ,5.741 ,(1.556),3.926 ,(1.647),6.593 ,(0.962),3.870 ,(1.626),,6.528 ,(0.846),6.170 ,(1.139),0.000 ,5.566 ,(1.366),3.434 ,(1.421),6.396 ,(0.947),2.906 ,(1.114),,,
Birds,bluebird,5.021 ,(1.871),3.957 ,(1.699),13.208 ,2.711 ,(1.218),3.913 ,(1.561),5.378 ,(1.386),5.739 ,(1.373),,5.633 ,(1.577),4.673 ,(1.853),7.547 ,3.327 ,(1.546),4.022 ,(1.422),4.717 ,(1.822),3.939 ,(1.345),,,
Birds,bluetit,5.755 ,(1.466),5.377 ,(1.572),0.000 ,4.434 ,(2.033),4.358 ,(1.618),5.673 ,(1.665),5.577 ,(1.649),,6.057 ,(1.099),5.340 ,(1.467),0.000 ,4.038 ,(1.568),4.019 ,(1.379),5.596 ,(1.287),3.887 ,(1.031),,,
Birds,budgie,6.111 ,(1.284),5.741 ,(1.362),0.000 ,4.074 ,(1.576),4.352 ,(1.556),6.333 ,(1.082),4.333 ,(1.637),,5.981 ,(1.028),5.698 ,(1.265),0.000 ,4.208 ,(1.549),4.077 ,(1.341),5.774 ,(1.235),3.038 ,(0.999),,,
Birds,buzzard,4.740 ,(1.893),3.440 ,(1.554),7.407 ,2.340 ,(1.171),4.245 ,(1.762),4.408 ,(1.682),6.400 ,(0.990),,4.769 ,(1.616),4.038 ,(1.508),1.887 ,2.769 ,(1.477),4.122 ,(1.252),4.510 ,(1.609),4.962 ,(1.084),,,
Birds,canary,6.019 ,(1.173),5.241 ,(1.648),0.000 ,3.333 ,(1.542),3.944 ,(1.510),6.094 ,(1.319),4.185 ,(1.480),,5.717 ,(1.116),5.226 ,(1.450),0.000 ,3.774 ,(1.489),3.731 ,(1.416),5.660 ,(1.208),3.623 ,(0.945),,,
Birds,chaffinch,6.000 ,(1.301),5.096 ,(1.600),1.887 ,4.173 ,(1.897),4.314 ,(1.606),5.667 ,(1.438),5.423 ,(1.500),,5.347 ,(1.480),4.429 ,(1.768),7.547 ,3.286 ,(1.607),3.952 ,(1.306),4.488 ,(1.533),4.375 ,(1.142),,,
Birds,chicken,6.170 ,(1.051),6.509 ,(0.846),0.000 ,5.830 ,(1.464),4.377 ,(1.620),6.654 ,(0.883),2.887 ,(1.410),,5.151 ,(1.598),6.189 ,(0.856),0.000 ,5.849 ,(1.231),3.868 ,(1.301),6.000 ,(1.074),2.472 ,(0.953),,,
Birds,coal tit,4.692 ,(2.002),3.718 ,(1.986),27.778 ,2.769 ,(1.739),4.105 ,(1.590),4.811 ,(1.761),6.459 ,(0.960),,3.913 ,(2.065),3.217 ,(1.953),56.604 ,1.957 ,(1.492),4.000 ,(1.155),3.500 ,(2.000),5.435 ,(1.273),,,
Birds,cockatiel,4.298 ,(1.718),3.638 ,(1.594),12.963 ,2.426 ,(1.315),4.021 ,(1.496),4.872 ,(1.650),6.467 ,(1.036),,4.640 ,(1.770),4.380 ,(1.615),5.660 ,2.760 ,(1.287),4.380 ,(1.441),5.040 ,(1.603),4.180 ,(1.304),,,
Birds,condor,4.438 ,(1.855),3.234 ,(1.684),11.321 ,2.170 ,(1.007),4.200 ,(1.408),4.933 ,(1.643),6.804 ,(0.500),,4.024 ,(1.891),3.390 ,(1.515),21.154 ,2.268 ,(1.285),4.118 ,(1.122),4.029 ,(1.817),5.146 ,(1.174),,,
Birds,coot,4.563 ,(1.821),3.851 ,(1.922),11.321 ,2.936 ,(1.712),3.805 ,(1.616),4.659 ,(2.057),6.250 ,(1.014),,4.097 ,(1.814),3.645 ,(1.743),41.509 ,2.581 ,(1.311),3.714 ,(1.384),4.107 ,(1.663),5.677 ,(1.137),,,
Birds,cormorant,5.255 ,(1.585),4.451 ,(1.677),5.556 ,3.157 ,(1.666),4.320 ,(1.316),5.306 ,(1.461),6.240 ,(1.255),,4.452 ,(2.047),3.906 ,(1.673),39.623 ,2.469 ,(1.244),3.481 ,(1.252),4.630 ,(1.757),5.344 ,(1.405),,,
Birds,crane,4.863 ,(1.755),3.540 ,(1.417),5.660 ,2.420 ,(1.012),4.000 ,(1.369),5.163 ,(1.491),6.200 ,(1.069),,4.245 ,(1.575),3.837 ,(1.477),7.547 ,2.531 ,(1.101),4.182 ,(1.225),4.022 ,(1.588),4.667 ,(1.209),,,
Birds,crow,6.463 ,(0.946),6.259 ,(0.994),0.000 ,5.778 ,(1.475),3.833 ,(1.767),6.404 ,(1.089),3.963 ,(1.601),,6.585 ,(0.663),6.000 ,(1.193),0.000 ,5.623 ,(1.180),3.604 ,(1.485),6.057 ,(1.027),3.000 ,(1.092),,,
Birds,cuckoo,5.704 ,(1.537),4.537 ,(1.634),0.000 ,3.019 ,(1.548),4.245 ,(1.505),5.019 ,(1.599),4.481 ,(1.526),,5.245 ,(1.697),5.283 ,(1.306),0.000 ,3.585 ,(1.562),3.840 ,(1.346),4.660 ,(1.825),3.774 ,(1.012),,,
Birds,curlew,5.392 ,(1.471),4.320 ,(1.743),3.846 ,2.980 ,(1.532),3.980 ,(1.652),5.200 ,(1.641),5.755 ,(1.562),,4.720 ,(1.595),3.760 ,(1.508),52.830 ,2.400 ,(1.472),4.200 ,(1.105),4.400 ,(1.392),5.000 ,(0.957),,,
Birds,dodo,3.136 ,(2.388),2.386 ,(1.573),16.981 ,1.953 ,(1.396),3.780 ,(1.710),3.732 ,(2.203),5.864 ,(1.503),,3.588 ,(1.972),3.510 ,(1.804),3.774 ,2.200 ,(1.229),3.884 ,(1.313),4.233 ,(1.616),4.118 ,(1.291),,,
Birds,dove,5.830 ,(1.312),5.453 ,(1.576),0.000 ,4.396 ,(1.801),4.019 ,(1.635),6.019 ,(1.352),4.491 ,(1.564),,5.679 ,(1.268),5.132 ,(1.653),0.000 ,3.792 ,(1.573),3.264 ,(1.243),5.887 ,(1.325),3.623 ,(0.985),,,
Birds,duck,6.167 ,(1.194),6.093 ,(1.103),0.000 ,5.111 ,(1.712),4.241 ,(1.682),6.315 ,(1.195),3.222 ,(1.633),,6.038 ,(1.330),6.245 ,(1.072),0.000 ,5.264 ,(1.546),3.811 ,(1.415),6.396 ,(0.968),2.189 ,(0.833),,,
Birds,eagle,5.660 ,(1.506),4.566 ,(1.599),0.000 ,3.132 ,(1.665),4.660 ,(1.605),6.019 ,(1.380),5.019 ,(1.407),,5.981 ,(1.278),5.302 ,(1.367),0.000 ,3.736 ,(1.631),4.623 ,(1.362),5.604 ,(1.276),3.453 ,(0.932),,,
Birds,emu,4.471 ,(1.848),3.490 ,(1.515),1.923 ,2.255 ,(0.977),4.140 ,(1.414),5.120 ,(1.649),6.569 ,(0.831),,3.981 ,(1.824),4.151 ,(1.499),0.000 ,2.755 ,(1.270),4.094 ,(1.148),4.849 ,(1.364),3.679 ,(1.015),,,
Birds,falcon,5.226 ,(1.589),3.904 ,(1.587),1.887 ,2.620 ,(1.308),4.327 ,(1.465),5.038 ,(1.559),6.442 ,(0.895),,5.151 ,(1.549),4.340 ,(1.531),0.000 ,2.962 ,(1.454),4.240 ,(1.238),4.640 ,(1.411),4.434 ,(1.065),,,
Birds,finch,5.904 ,(1.257),4.980 ,(1.679),3.774 ,4.275 ,(1.767),4.196 ,(1.625),5.480 ,(1.568),5.667 ,(1.395),,5.600 ,(1.414),4.560 ,(1.514),5.660 ,3.280 ,(1.443),3.933 ,(1.214),4.435 ,(1.544),4.250 ,(1.021),,,
Birds,flamingo,5.019 ,(1.536),4.370 ,(1.458),0.000 ,2.926 ,(1.272),4.491 ,(1.502),5.852 ,(1.295),6.426 ,(0.903),,4.547 ,(1.705),4.491 ,(1.449),0.000 ,2.962 ,(1.300),4.377 ,(1.484),5.736 ,(1.361),4.075 ,(0.958),,,
Birds,gannet,4.981 ,(1.651),4.160 ,(1.695),1.961 ,3.196 ,(1.674),4.020 ,(1.571),5.380 ,(1.537),6.120 ,(1.239),,4.643 ,(1.708),4.049 ,(1.431),21.154 ,2.548 ,(1.329),3.765 ,(1.372),4.343 ,(1.571),4.875 ,(1.505),,,
