word_english_1,word_english_2,FSG,BSG,MSG,OSG,QSS,QFR,QCON,QPS,TSS,TFR,TCON,TPS
ache,hurt,0.153,0,0.285,0.2644,7,4,4.33,V,12,37,3.66,V
ache,back,0.042,0.034,0.016,0,7,4,4.33,V,12,967,4.89,N
ache,sore,0.021,0.056,0.002,0.1029,7,4,4.33,V,17,10,4.77,AJ
ache,belly,0.014,0.069,0,0,7,4,4.33,V,12,23,6.04,N
ache,tooth,0.014,0.123,0,0,7,4,4.33,V,14,20,6.15,N
achieve,goal,0.22,0.174,0.012,0.0043,17,51,,V,21,60,3.4,N
achieve,accomplish,0.076,0.122,0.004,0.0347,17,51,,V,8,24,2.78,V
achieve,success,0.076,0.013,0.012,0.015,17,51,,V,13,93,2.88,N
achieve,win,0.076,0,0.024,0.0002,17,51,,V,7,55,2.88,V
achieve,gain,0.053,0.016,0.001,0.0011,17,51,,V,10,74,3.21,V
achieve,get,0.045,0,0.007,0.0018,17,51,,V,23,750,2.86,V
achieve,do,0.038,0.011,0.011,0.0032,17,51,,V,20,1363,2.72,V
achieve,fail,0.038,0,0.006,0.0051,17,51,,V,21,37,3.23,V
achieve,succeed,0.038,0.017,0.008,0.0261,17,51,,V,21,15,3,V
achieve,strive,0.03,0.139,0,0.0323,17,51,,V,18,7,,V
achieve,finish,0.023,0,0.026,0.0015,17,51,,V,8,39,2.78,V
achieve,grade,0.023,0,0.001,0,17,51,,V,14,35,3.7,N
achieve,conquer,0.015,0,0.001,0.0114,17,51,,V,18,4,,V
achieve,earn,0.015,0,0,0.0014,17,51,,V,10,16,3.45,V
achieve,great,0.015,0,0,0,17,51,,V,18,665,3.03,AJ
achieve,reach,0.015,0.014,0.003,0.0052,17,51,,V,16,106,3.55,V
achieve,receive,0.015,0,0.005,0.0158,17,51,,V,15,76,2.98,V
achievement,goal,0.221,0,0.009,0.0049,17,65,3.15,N,21,60,3.4,N
achievement,success,0.161,0.02,0.011,0.0209,17,65,3.15,N,13,93,2.88,N
achievement,accomplish,0.081,0,0.002,0.0171,17,65,3.15,N,8,24,2.78,V
achievement,award,0.081,0.021,0,0.0049,17,65,3.15,N,24,46,4.58,V
achievement,grade,0.04,0,0.002,0.0063,17,65,3.15,N,14,35,3.7,N
achievement,failure,0.034,0,0.052,0.0264,17,65,3.15,N,21,89,2.56,N
achievement,honor,0.034,0.014,0.008,0.0015,17,65,3.15,N,25,66,1.75,N
achievement,a,0.02,0,0.011,0.0025,17,65,3.15,N,13,9999,,A
achievement,pride,0.02,0,0.006,0.0032,17,65,3.15,N,21,42,1.49,N
achievement,win,0.02,0.02,0.038,0.0003,17,65,3.15,N,7,55,2.88,V
achievement,work,0.02,0,0.002,0.0011,17,65,3.15,N,19,760,3.88,N
achievement,college,0.013,0,0.002,0.0016,17,65,3.15,N,15,267,5.35,N
achievement,degree,0.013,0,0,0.0024,17,65,3.15,N,17,125,,N
achievement,gpa,0.013,,,,17,65,3.15,N,,,,
achievement,great,0.013,0,0,0,17,65,3.15,N,18,665,3.03,AJ
achievement,money,0.013,0,0.023,0.0005,17,65,3.15,N,19,265,5.77,N
achievement,test,0.013,0,0.002,0.0028,17,65,3.15,N,17,119,5.08,N
acid,rain,0.177,0,0.001,0.0004,15,13,,N,18,70,5.77,N
acid,burn,0.15,0,0.002,0.0004,15,13,,N,20,15,4.81,V
acid,base,0.122,0.046,0,0.0002,15,13,,N,20,91,4.34,N
acid,drug,0.102,0,0.002,0,15,13,,N,20,24,5.54,N
acid,chemical,0.082,0.097,0.001,0.0077,15,13,,N,24,60,,AJ
acid,trip,0.061,0.02,0,0,15,13,,N,10,81,4.39,N
acid,lsd,0.034,,,,15,13,,N,,,,
acid,dangerous,0.027,0,0.003,0,15,13,,N,22,46,,AJ
acid,basic,0.014,0,0,0,15,13,,N,20,171,,AJ
acid,battery,0.014,0.092,0,0,15,13,,N,21,18,,N
acid,chemistry,0.014,0,0.007,0.0058,15,13,,N,16,16,3.65,N
acid,drop,0.014,0,0.006,0.0064,15,13,,N,16,59,3.16,N
acid,hit,0.014,0,0,0,15,13,,N,18,115,4.39,V
acid,pain,0.014,0,0.004,0,15,13,,N,13,88,4.22,N
acid,sour,0.014,0,0,0,15,13,,N,13,3,4.54,AJ
acknowledge,know,0.193,0,0.011,0.0047,22,12,2.86,V,24,683,2.7,V
acknowledge,accept,0.069,0.02,0,0.0031,22,12,2.86,V,18,72,,V
acknowledge,presence,0.055,0,0,0,22,12,2.86,V,14,76,3.37,N
acknowledge,greet,0.041,0,0,0.0108,22,12,2.86,V,13,7,,V
acknowledge,notice,0.041,0,0.003,0.0043,22,12,2.86,V,14,59,3.85,N
acknowledge,recognition,0.041,0.034,0,0.0242,22,12,2.86,V,20,44,2,N
acknowledge,understand,0.041,0,0.021,0.0202,22,12,2.86,V,12,137,2.33,V
acknowledge,hello,0.034,0,0.014,0,22,12,2.86,V,7,10,,I
acknowledge,see,0.034,0,0.007,0,22,12,2.86,V,14,772,3.44,V
acknowledge,admit,0.028,0,0,0.0003,22,12,2.86,V,18,37,,V
acknowledge,exist,0.021,0,0,0,22,12,2.86,V,20,59,,V
acknowledge,ignore,0.021,0,0,0,22,12,2.86,V,23,19,3.08,V
acknowledge,nod,0.021,,,,22,12,2.86,V,,,,
acknowledge,realize,0.021,0.039,0.001,0.0278,22,12,2.86,V,17,69,,V
acknowledge,respect,0.021,0,0,0,22,12,2.86,V,26,125,2.33,V
acknowledge,show,0.021,0,0,0.0014,22,12,2.86,V,24,287,3.93,V
acknowledge,agree,0.014,0,0.006,0.0014,22,12,2.86,V,11,51,,V
acknowledge,credit,0.014,0,0,0,22,12,2.86,V,9,64,,N
acknowledge,knowledge,0.014,0,0.026,0.0129,22,12,2.86,V,14,145,1.56,N
acknowledge,respond,0.014,0,0,0.0014,22,12,2.86,V,18,21,,V
acknowledge,speak,0.014,0,0.001,0,22,12,2.86,V,16,110,4.15,V
acknowledge,yes,0.014,0,0.002,0.0012,22,12,2.86,V,7,144,,AD
acorn,tree,0.374,0,0.043,0.0045,6,1,,N,21,59,6.62,N
acorn,squirrel,0.324,0.061,0.018,0.0845,6,1,,N,11,1,6.08,N
acorn,nut,0.122,0,0.096,0.0266,6,1,,N,14,15,,N
acorn,seed,0.022,0,0,0.0127,6,1,,N,13,41,5.9,N
acorn,squash,0.022,0,0,0,6,1,,N,20,2,,N
acorn,chipmunk,0.014,0,0.009,0.0814,6,1,,N,15,0,6.07,N
acquire,get,0.397,0.039,0.031,0.0118,17,27,,V,23,750,2.86,V
acquire,gain,0.055,0.016,0.002,0.0095,17,27,,V,10,74,3.21,V
acquire,take,0.048,0,0.058,0.0227,17,27,,V,11,611,3.2,V
acquire,accumulate,0.041,0.026,0,0.0061,17,27,,V,20,3,,V
acquire,knowledge,0.041,0,0,0,17,27,,V,14,145,1.56,N
acquire,taste,0.041,0,0,0,17,27,,V,15,59,4.53,V
acquire,obtain,0.034,0.021,0.021,0.1974,17,27,,V,16,42,2.88,V
acquire,receive,0.027,0,0.051,0.143,17,27,,V,15,76,2.98,V
acquire,ask,0.021,0,0,0.0113,17,27,,V,17,128,2.48,V
acquire,buy,0.021,0,0.005,0.0065,17,27,,V,13,70,3.61,V
acquire,collect,0.021,0,0.007,0.0078,17,27,,V,18,16,,V
acquire,own,0.021,0,0.003,0.0035,17,27,,V,16,772,3.05,AJ
acquire,have,0.014,0,0.025,0.021,17,27,,V,15,3941,2.44,V
acquire,inherit,0.014,,,,17,27,,V,,,,
acquire,money,0.014,0,0.018,0.0013,17,27,,V,19,265,5.77,N
acquire,steal,0.014,0,0.007,0.0165,17,27,,V,17,5,3.59,V
acquire,wealth,0.014,0,0.002,0.0043,17,27,,V,11,22,3.28,N
acre,land,0.675,0.02,0.009,0.0011,9,9,5.91,N,25,217,6.07,N
acre,farm,0.04,0,0,0.0162,9,9,5.91,N,12,125,5.53,N
acre,area,0.032,0,0,0.0135,9,9,5.91,N,21,323,3.68,N
acre,plot,0.032,0,0,0.0243,9,9,5.91,N,15,37,4.16,N
acre,green,0.024,0,0.014,0,9,9,5.91,N,17,116,5.46,N
acre,lot,0.024,0.02,0,0.0512,9,9,5.91,N,17,127,4.43,N
acre,mile,0.024,0,0.001,0.0023,9,9,5.91,N,16,48,4.71,N
acre,yard,0.024,0,0.003,0.001,9,9,5.91,N,15,35,5.23,N
acre,property,0.016,0,0.028,0.1856,9,9,5.91,N,12,156,5.99,N
acrobat,gymnast,0.201,0,0,0.0058,19,0,6.38,N,19,1,,N
acrobat,circus,0.175,0,0,0,19,0,6.38,N,13,7,5.31,N
acrobat,flip,0.097,0,0.004,0.0024,19,0,6.38,N,21,4,,V
acrobat,gymnastics,0.045,0.02,0.005,0.013,19,0,6.38,N,21,11,5.08,N
acrobat,trapeze,0.032,,,,19,0,6.38,N,,,,
acrobat,dancer,0.026,0,0,0,19,0,6.38,N,23,31,5.54,N
acrobat,gym,0.026,0,0,0.0006,19,0,6.38,N,17,2,5.93,N
acrobat,limber,0.026,,,,19,0,6.38,N,,,,
acrobat,athlete,0.019,0,0.023,0,19,0,6.38,N,18,9,,N
acrobat,fly,0.019,0,0,0,19,0,6.38,N,19,33,5.14,V
acrobat,juggle,0.019,,,,19,0,6.38,N,,,,
acrobat,jump,0.019,0,0.006,0.0043,19,0,6.38,N,12,24,4.44,V
acrobat,rope,0.019,0,0.004,0.0012,19,0,6.38,N,21,15,6.36,N
acrobat,air,0.013,0,0,0.0003,19,0,6.38,N,17,257,5.67,N
acrobat,flexible,0.013,0,0.03,0.0024,19,0,6.38,N,19,25,3.27,AJ
acrobat,highwire,0.013,,,,19,0,6.38,N,,,,
acrobat,olympics,0.013,0,0.019,0.0031,19,0,6.38,N,20,2,,N
acrobat,tightrope,0.013,,,,19,0,6.38,N,,,,
acrobat,u2,0.013,,,,19,0,6.38,N,,,,
act,play,0.182,0,0.047,0.0018,16,283,3.79,N,21,200,4.22,V
act,pretend,0.176,0.115,0,0.0115,16,283,3.79,N,13,8,2.68,V
act,theater,0.101,0.014,0.009,0.0331,16,283,3.79,N,15,29,,N
act,do,0.074,0.017,0.001,0.0003,16,283,3.79,N,20,1363,2.72,V
act,drama,0.061,0.2,0.005,0.062,16,283,3.79,N,11,43,3.66,N
act,actor,0.034,0,0.009,0.0063,16,283,3.79,N,14,24,5.45,N
act,test,0.027,0,0.001,0.0002,16,283,3.79,N,17,119,5.08,N
act,perform,0.02,0.291,0.001,0.0103,16,283,3.79,N,15,29,,V
act,portray,0.02,0.247,0,0.0173,16,283,3.79,N,15,6,3.25,V
act,sat,0.02,,,,16,283,3.79,N,,,,
act,tough,0.02,0,0,0,16,283,3.79,N,15,36,4,AJ
act,fail,0.014,0,0,0.0011,16,283,3.79,N,21,37,3.23,V
act,out,0.014,0,0,0,16,283,3.79,N,6,2096,2.4,AD
act,real,0.014,0,0.005,0,16,283,3.79,N,14,260,2.78,AJ
act,sing,0.014,0,0.001,0.002,16,283,3.79,N,17,34,4.12,V
act,smart,0.014,0,0,0,16,283,3.79,N,14,21,3,V
action,movement,0.13,0.141,0.013,0.0133,20,291,3,N,16,128,4.03,N
action,reaction,0.094,0.103,0,0,20,291,3,N,21,124,2.93,N
action,movie,0.087,0,0.002,0,20,291,3,N,21,29,5.85,N
action,motion,0.058,0.036,0.022,0.0375,20,291,3,N,16,55,3.63,N
action,adventure,0.051,0.019,0,0.0003,20,291,3,N,18,14,,N
action,run,0.051,0,0.012,0.0009,20,291,3,N,10,212,4.51,V
action,move,0.043,0,0.01,0.0055,20,291,3,N,27,171,3.81,V
action,verb,0.029,0.101,0,0.0014,20,291,3,N,10,4,3.17,N
action,camera,0.022,0,0,0,20,291,3,N,8,36,6.23,N
action,go,0.022,0,0.011,0.01,20,291,3,N,14,626,3.33,V
action,packed,0.022,,,,20,291,3,N,,,,
action,suspense,0.022,0.013,0,0.007,20,291,3,N,25,6,,N
action,take,0.022,0,0,0,20,291,3,N,11,611,3.2,V
action,do,0.014,0.017,0,0.001,20,291,3,N,20,1363,2.72,V
action,exciting,0.014,0,0.001,0.0002,20,291,3,N,15,29,,AJ
action,fast,0.014,0,0.015,0.0039,20,291,3,N,7,78,2.93,AJ
action,fight,0.014,0,0,0,20,291,3,N,24,98,4.16,V
action,game,0.014,0,0,0,20,291,3,N,13,123,4.72,N
action,speed,0.014,0,0.002,0.0049,20,291,3,N,15,83,3.56,N
action,stop,0.014,0,0.016,0.0135,20,291,3,N,8,120,2.93,V
active,sports,0.087,0,0.017,0,21,88,,AJ,20,49,,N
active,busy,0.08,0,0,0.002,21,88,,AJ,24,58,3.21,AJ
active,athletic,0.06,0,0,0.025,21,88,,AJ,20,18,,AJ
active,run,0.053,0,0.002,0.0008,21,88,,AJ,10,212,4.51,V
active,energy,0.047,0,0.001,0.0017,21,88,,AJ,22,100,3.44,N
active,inactive,0.047,,,,21,88,,AJ,,,,
active,passive,0.047,0.118,0,0.0004,21,88,,AJ,16,11,,ADJ
active,exercise,0.04,0,0.003,0.0037,21,88,,AJ,28,58,4.62,N
active,lazy,0.033,0.02,0.006,0.0025,21,88,,AJ,19,9,3.46,AJ
active,moving,0.027,,,,21,88,,AJ,,,,
active,hyper,0.02,0.295,0.001,0.0016,21,88,,AJ,19,0,,N
active,alive,0.013,0,0,0.0004,21,88,,AJ,14,57,3.35,AJ
active,boy,0.013,0,0.001,0,21,88,,AJ,10,242,6.23,N
active,fit,0.013,0,0.003,0.0028,21,88,,AJ,21,75,3.45,V
active,happy,0.013,0,0.002,0,21,88,,AJ,8,98,3.51,AJ
active,healthy,0.013,0,0.004,0.0016,21,88,,AJ,19,33,3.33,AJ
active,involved,0.013,,,,21,88,,AJ,,,,
active,lifestyle,0.013,0,0,0.0002,21,88,,AJ,16,0,,N
active,runner,0.013,0,0,0,21,88,,AJ,27,1,,N
active,running,0.013,0,0.001,0.0028,21,88,,AJ,17,123,4.4,N
active,young,0.013,0,0,0.0003,21,88,,AJ,9,385,3.14,AJ
activity,fun,0.127,0,0.016,0.005,22,116,,N,15,44,2.45,N
activity,sport,0.127,0,0.007,0.006,22,116,,N,12,17,4.18,N
activity,busy,0.08,0,0.002,0.0052,22,116,,N,24,58,3.21,AJ
activity,game,0.053,0,0.017,0.0233,22,116,,N,13,123,4.72,N
activity,run,0.04,0,0.004,0.0004,22,116,,N,10,212,4.51,V
activity,work,0.04,0,0.019,0.007,22,116,,N,19,760,3.88,N
activity,energy,0.033,0,0.001,0.0022,22,116,,N,22,100,3.44,N
activity,basketball,0.027,0,0.005,0.0195,22,116,,N,13,9,5.88,N
activity,lazy,0.027,0,0.008,0.0046,22,116,,N,19,9,3.46,AJ
activity,movement,0.027,0.014,0,0.0028,22,116,,N,16,128,4.03,N
activity,active,0.02,0,0.004,0.0115,22,116,,N,21,88,,AJ
activity,extracurricular,0.02,,,,22,116,,N,,,,
activity,play,0.02,0,0.028,0.0247,22,116,,N,21,200,4.22,V
activity,sex,0.02,0,0.002,0.0079,22,116,,N,15,84,5.33,N
activity,event,0.013,0,0,0.0135,22,116,,N,22,81,3.72,N
activity,exercise,0.013,0,0.002,0.0041,22,116,,N,28,58,4.62,N
activity,hobby,0.013,0.027,0,0.0182,22,116,,N,29,4,3.66,N
activity,job,0.013,0,0.005,0.0227,22,116,,N,7,238,4.11,N
activity,school,0.013,0,0.003,0.0051,22,116,,N,22,492,5.25,N
activity,tennis,0.013,0,0.012,0.0131,22,116,,N,9,15,5.54,N
activity,tired,0.013,0,0.01,0.0009,22,116,,N,14,48,3.04,AJ
activity,volleyball,0.013,0,0,0.0267,22,116,,N,16,1,6.48,N
actor,actress,0.578,0.507,0.001,0.0066,14,24,5.45,N,11,6,,N
actor,movie,0.074,0.01,0.045,0.0045,14,24,5.45,N,21,29,5.85,N
actor,stage,0.074,0.095,0,0.0126,14,24,5.45,N,19,174,5.59,N
actor,television,0.041,0,0.018,0.001,14,24,5.45,N,19,50,6.4,N
actor,play,0.027,0.013,0.013,0.0002,14,24,5.45,N,21,200,4.22,V
actor,thespian,0.02,,,,14,24,5.45,N,,,,
actor,comedian,0.014,0.027,0,0,14,24,5.45,N,9,5,,N
actor,hollywood,0.014,,,,14,24,5.45,N,,,,
actor,male,0.014,0,0,0.0018,14,24,5.45,N,5,37,5.48,N
actor,man,0.014,0,0.004,0,14,24,5.45,N,9,1207,6.14,N
actor,person,0.014,0,0,0.0017,14,24,5.45,N,14,175,6.51,N
actor,role,0.014,,,,14,24,5.45,N,,,,
actor,star,0.014,0,0.029,0,14,24,5.45,N,16,25,5.59,N
actor,theater,0.014,0.034,0.015,0.0379,14,24,5.45,N,15,29,,N
actress,actor,0.507,0.578,0.001,0.0066,11,6,,N,14,24,5.45,N
actress,movie,0.066,0,0.038,0.0078,11,6,,N,21,29,5.85,N
actress,woman,0.053,0,0.001,0.0017,11,6,,N,7,224,5.68,N
actress,star,0.046,0,0.013,0,11,6,,N,16,25,5.59,N
actress,fame,0.039,0,0,0.0045,11,6,,N,13,18,2.21,N
actress,television,0.026,0,0.024,0.0009,11,6,,N,19,50,6.4,N
actress,girl,0.02,0,0.008,0.0022,11,6,,N,8,220,6.83,N
actress,act,0.013,0,0,0.0172,11,6,,N,16,283,3.79,N
actress,beauty,0.013,0,0,0.0033,11,6,,N,17,71,3.31,N
actress,model,0.013,0,0,0.0022,11,6,,N,20,77,,N
actress,pretty,0.013,0,0.003,0.0032,11,6,,N,11,107,2.9,AJ
ad,newspaper,0.252,0.03,0.009,0.0067,19,11,,N,23,65,6.56,N
ad,commercial,0.079,0,0.002,0.0156,19,11,,N,10,61,4.76,N
ad,paper,0.079,0,0.009,0,19,11,,N,15,157,5.96,N
ad,subtract,0.079,0,0,0,19,11,,N,6,2,2.86,V
ad,drop,0.04,0,0,0,19,11,,N,16,59,3.16,N
ad,magazine,0.04,0,0.029,0.0242,19,11,,N,13,39,5.91,N
ad,sell,0.033,0,0.003,0.0013,19,11,,N,14,41,3.38,V
ad,campaign,0.026,0,0,0.0002,19,11,,N,15,94,,N
ad,classified,0.026,,,,19,11,,N,,,,
ad,television,0.026,0,0.036,0.0011,19,11,,N,19,50,6.4,N
ad,business,0.02,0,0.003,0.0021,19,11,,N,21,392,4.05,N
ad,column,0.02,0,0,0.0687,19,11,,N,17,71,,N
ad,advertise,0.013,,,,19,11,,N,,,,
ad,advertisement,0.013,0.02,0.016,0.0483,19,11,,N,18,2,,N
ad,gone,0.013,0,0,0,19,11,,N,20,195,3.02,AJ
ad,message,0.013,0,0,0.0024,19,11,,N,16,64,4.55,N
ad,money,0.013,0,0.008,0,19,11,,N,19,265,5.77,N
ad,news,0.013,0,0.027,0.0164,19,11,,N,20,102,5.62,N
ad,sale,0.013,0,0.002,0.003,19,11,,N,17,44,3.6,N
add,subtract,0.685,0.692,0.007,0.0056,11,88,2.95,V,6,2,2.86,V
add,plus,0.094,0.157,0.011,0.0248,11,88,2.95,V,4,52,2.18,PP
add,multiply,0.05,0.116,0.01,0.0025,11,88,2.95,V,11,10,3.55,V
add,minus,0.022,0.034,0.186,0.2156,11,88,2.95,V,10,8,2.75,PP
add,increase,0.017,0.041,0.002,0.0011,11,88,2.95,V,11,195,,V
add,math,0.017,0.042,0.045,0,11,88,2.95,V,19,4,3.78,N
add,sum,0.017,0.284,0,0.0005,11,88,2.95,V,11,45,3.5,N
add,drop,0.011,0.08,0,0,11,88,2.95,V,16,59,3.16,N
add,join,0.011,0,0,0,11,88,2.95,V,20,65,2.88,V
add,more,0.011,0,0.004,0,11,88,2.95,V,9,2216,2.77,AJ
add,numbers,0.011,0.014,0.001,0.004,11,88,2.95,V,15,125,,N
addict,drugs,0.691,0.028,0.017,0.0029,9,1,,N,28,28,,N
addict,cocaine,0.04,0.02,0.02,0.1727,9,1,,N,17,1,,N
addict,heroin,0.034,0.02,0,0.0869,9,1,,N,13,2,6.25,N
addict,hooked,0.027,0.014,0,0.0608,9,1,,N,19,7,,V
addict,alcohol,0.02,0,0.062,0,9,1,,N,12,13,6.87,N
addict,crazy,0.02,0,0,0,9,1,,N,16,34,2.2,AJ
addict,need,0.02,0,0,0,9,1,,N,8,360,3.1,V
addict,dependent,0.013,0,0,0.0096,9,1,,N,12,40,,AJ
addict,helpless,0.013,,,,9,1,,N,,,,
addiction,drug,0.664,0.034,0.018,0.005,8,3,,N,20,24,5.54,N
addiction,cocaine,0.055,0.02,0.05,0.1681,8,3,,N,17,1,,N
addiction,need,0.055,0,0,0,8,3,,N,8,360,3.1,V
addiction,problem,0.041,0,0,0,8,3,,N,13,313,3.64,N
addiction,jane's,0.034,,,,8,3,,N,,,,
addiction,crack,0.021,0,0.018,0.1316,8,3,,N,15,21,5.05,V
addiction,bad,0.014,0,0.043,0,8,3,,N,9,142,3,AJ
addiction,habit,0.014,0.021,0,0.003,8,3,,N,17,23,3.45,N
addition,subtraction,0.621,0.507,0,0.0184,8,142,3.42,N,7,6,3.73,N
addition,math,0.124,0,0.09,0.0011,8,142,3.42,N,19,4,3.78,N
addition,plus,0.078,0,0.011,0.0046,8,142,3.42,N,4,52,2.18,PP
addition,more,0.039,0,0.006,0,8,142,3.42,N,9,2216,2.77,AJ
addition,add,0.026,0,0.018,0.01,8,142,3.42,N,11,88,2.95,V
addition,also,0.013,,,,8,142,3.42,N,,,,
addition,extra,0.013,0,0,0.0163,8,142,3.42,N,18,50,,AJ
addition,numbers,0.013,0,0,0.0293,8,142,3.42,N,15,125,,N
address,home,0.273,0,0.056,0.031,16,77,,V,15,547,6.25,N
address,phone,0.133,0,0.002,0.0067,16,77,,V,10,54,6.02,N
address,house,0.093,0,0.092,0.1592,16,77,,V,13,591,6.21,N
address,street,0.087,0,0.001,0.0012,16,77,,V,15,244,5.84,N
address,book,0.073,0,0,0,16,77,,V,15,193,6.09,N
address,mail,0.04,0,0.003,0.0049,16,77,,V,15,47,4.96,N
address,name,0.027,0.049,0,0.0026,16,77,,V,20,294,3.96,N
address,letter,0.02,0,0.013,0.0099,16,77,,V,15,145,5.16,N
address,number,0.02,0.014,0.009,0.012,16,77,,V,17,472,3.76,N
address,residence,0.02,,,,16,77,,V,,,,
address,zipcode,0.02,,,,16,77,,V,,,,
address,city,0.013,0,0.005,0.0049,16,77,,V,18,393,5.41,N
address,live,0.013,0,0.002,0,16,77,,V,18,177,4.32,V
address,mine,0.013,0,0.002,0,16,77,,V,11,59,4.37,N
address,newyork,0.013,0,0.001,0.0085,16,77,,V,15,1,,N
address,talk,0.013,0,0.019,0.0032,16,77,,V,18,154,4.18,V
adjective,noun,0.333,0.038,0.154,0.128,11,2,2.92,N,7,1,3.93,N
adjective,verb,0.181,0.027,0.256,0.2206,11,2,2.92,N,10,4,3.17,N
adjective,adverb,0.152,0.274,0.006,0.1005,11,2,2.92,N,12,1,3.39,N
adjective,describe,0.051,0,0,0.0005,11,2,2.92,N,12,200,,V
adjective,english,0.043,0,0.024,0,11,2,2.92,N,16,195,,AJ
adjective,objective,0.029,0,0.006,0.0014,11,2,2.92,N,16,91,2.03,AJ
adjective,pronoun,0.022,0.059,0.042,0.1225,11,2,2.92,N,13,4,2.95,N
adjective,blue,0.014,0,0,0,11,2,2.92,N,14,143,4.49,N
adjective,learn,0.014,0,0,0,11,2,2.92,N,19,84,3.66,V
adjective,subjective,0.014,0.014,0.002,0.0125,11,2,2.92,N,8,18,,AJ
adjective,word,0.014,0,0.017,0.0109,11,2,2.92,N,20,274,5.13,N
adjourn,leave,0.201,0,0.021,0.0025,16,2,,V,18,205,3.1,V
adjourn,end,0.141,0,0.013,0.0092,16,2,,V,8,410,3.16,N
adjourn,court,0.081,0,0.004,0.0033,16,2,,V,17,230,5.05,N
adjourn,meeting,0.067,0.048,0,0,16,2,,V,13,159,4.8,N
adjourn,dismiss,0.06,0,0,0.0638,16,2,,V,14,5,,V
adjourn,stop,0.047,0,0.023,0.0108,16,2,,V,8,120,2.93,V
adjourn,finish,0.04,0,0.023,0.0427,16,2,,V,8,39,2.78,V
adjourn,close,0.027,0,0,0,16,2,,V,9,234,3.24,AJ
adjourn,over,0.027,0,0,0.0006,16,2,,V,11,1236,2.8,PP
adjourn,quit,0.02,0,0.001,0.0295,16,2,,V,17,15,3,N
adjourn,recess,0.02,,,,16,2,,V,,,,
adjourn,go,0.013,0,0.076,0.0378,16,2,,V,14,626,3.33,V
adjourn,join,0.013,0,0,0.0026,16,2,,V,20,65,2.88,V
adjourn,judge,0.013,0,0.02,0.0236,16,2,,V,17,77,6.25,V
adjourn,next,0.013,,,,16,2,,V,,,,
adjourn,start,0.013,0,0.03,0.0366,16,2,,V,10,154,2.4,V
adjustment,change,0.209,0,0.027,0.0013,14,35,,N,15,240,3.06,V
adjustment,fix,0.196,0,0.001,0.0008,14,35,,N,9,14,3.1,V
adjustment,move,0.061,0,0,0.0037,14,35,,N,27,171,3.81,V
adjustment,alter,0.041,0,0.006,0.1378,14,35,,N,4,15,4.26,V
adjustment,belt,0.02,0,0,0,14,35,,N,11,29,5.98,N
adjustment,bra,0.02,0,0,0,14,35,,N,15,0,6.25,N
adjustment,chiropractor,0.02,,,,14,35,,N,,,,
adjustment,correction,0.02,,,,14,35,,N,,,,
adjustment,arrange,0.014,,,,14,35,,N,,,,
adjustment,car,0.014,0,0.011,0,14,35,,N,25,274,6.35,N
adjustment,compromise,0.014,,,,14,35,,N,,,,
adjustment,knob,0.014,0,0,0,14,35,,N,6,2,6.2,N
adjustment,loose,0.014,0,0,0,14,35,,N,7,53,3.24,AJ
adjustment,television,0.014,0,0,0,14,35,,N,19,50,6.4,N
admire,like,0.294,0.022,0.025,0.0314,17,10,2.92,V,16,1290,2.82,V
admire,respect,0.15,0.142,0,0.0167,17,10,2.92,V,26,125,2.33,V
admire,love,0.089,0.011,0.13,0.0134,17,10,2.92,V,18,232,3.51,N
admire,adore,0.039,0.091,0.004,0.0928,17,10,2.92,V,7,2,,V
admire,beauty,0.028,0,0,0.0012,17,10,2.92,V,17,71,3.31,N
admire,envy,0.028,0.027,0,0.0163,17,10,2.92,V,10,7,2.34,N
admire,compliment,0.022,0,0.001,0.0007,17,10,2.92,V,14,3,3.25,N
admire,want,0.022,0,0.001,0.005,17,10,2.92,V,9,329,2.95,V
admire,worship,0.022,0,0.001,0.0071,17,10,2.92,V,14,36,,N
admire,admonish,0.017,,,,17,10,2.92,V,,,,
admire,praise,0.017,0,0.003,0.004,17,10,2.92,V,21,17,3.5,N
admire,beautiful,0.011,0,0,0,17,10,2.92,V,8,127,3.89,AJ
admire,cute,0.011,0,0.002,0,17,10,2.92,V,18,5,3.1,AJ
admire,dislike,0.011,0,0.036,0.0567,17,10,2.92,V,6,14,2.75,V
admire,fond,0.011,0.033,0.006,0.1485,17,10,2.92,V,15,13,,V
admire,idol,0.011,0.02,0.001,0.0009,17,10,2.92,V,15,7,,N
admire,idolize,0.011,,,,17,10,2.92,V,,,,
admission,ticket,0.245,0.048,0,0.0022,16,33,,N,19,16,7,N
admission,enter,0.19,0,0,0.0062,16,33,,N,8,78,3.15,V
admission,in,0.068,0,0.017,0,16,33,,N,2,9999,,PP
admission,school,0.061,0,0.012,0.0054,16,33,,N,22,492,5.25,N
admission,accept,0.048,0,0.001,0.0026,16,33,,N,18,72,,V
admission,college,0.048,0,0.007,0.0152,16,33,,N,15,267,5.35,N
admission,money,0.048,0,0.022,0,16,33,,N,19,265,5.77,N
admission,guilt,0.034,0,0,0,16,33,,N,19,33,2.92,N
admission,movie,0.027,0,0.02,0,16,33,,N,21,29,5.85,N
admission,pay,0.027,0,0.004,0.0216,16,33,,N,13,172,4.65,V
admission,allow,0.02,0,0.002,0,16,33,,N,16,72,2.64,V
admission,deny,0.014,0,0.005,0.0032,16,33,,N,18,47,2.63,V
admission,fee,0.014,0,0,0.0272,16,33,,N,10,16,,N
