word_english,arousal_LSA_M,arousal_norms_M,concrete_LSA_M,concrete_norms_M,dominate_LSA_M,dominate_norms_M,imagine_LSA_M,imagine_norms_M,valence_LSA_M,valence_norms_M
douse,5.73,,4.57,,4.64,,5.16,,3.99,
douser,4.71,,5.19,,5.1,,5.06,,5.17,
dove,4.33,3.79,5.67,,5.26,5.48,5.57,,6.29,6.9
dovetail,4.49,,5.09,,5,,4.8,,5.15,
dowel,4.38,,5.27,,4.94,,4.86,,4.98,
down,5.18,,4.71,,4.82,,4.98,,4.85,
downcast,5.14,,4.03,,5.02,,4.63,,5.26,
downfall,5.62,,3.92,,5.47,,4.44,,5.46,
downhill,4.84,,5.76,,4.9,,5.56,,5.47,
downpour,5.1,,4.99,,4.89,,5.32,,5.1,
downright,5.41,,3.13,,4.97,,4.05,,4.81,
downstairs,4.16,,5.61,,5.09,,5.68,,5.79,
downstream,5.12,,5.81,,5.11,,5.46,,5.68,
downtown,4.59,,5.52,,5.04,,5.3,,5.48,
downward,4.61,,4.7,,4.88,,4.98,,5.25,
dowry,5.52,,4.59,4.17,5.46,,5.24,3.97,6.54,
dowse,4.79,,5.23,,4.91,,5.11,,4.76,
doze,4.48,,4.71,,4.86,,5.47,,5.34,
dozen,5.32,,3.97,4.03,5.32,,4.56,5.61,6.03,
drab,5.06,,4.29,,5.21,,4.82,,5.79,
draft,4.41,,4.27,,5.28,,4.29,,5.68,
drag,5.48,,4.89,,4.72,,5.21,,4.6,
dragon,5.92,,5.22,,5.46,,5.44,,5.43,
dragonfly,5.07,,6.03,,4.55,,5.49,,4.26,
drain,4.54,,5.32,6.23,4.72,,5.23,5.46,4.74,
drainage,4.73,,5.2,,4.7,,5.05,,4.4,
drainpipe,4.82,,5.7,,5.03,,5.32,,5.07,
drama,5.59,,4.23,,5.74,,4.74,,6.71,
dramatic,5.54,,3.31,,5.39,,3.99,,5.85,
dramatically,5.35,,3.08,,5.44,,3.43,,5.65,
dramatist,5.63,,4.09,,5.78,,4.56,,6.68,
dramatization,5.5,,4.49,,5.5,,4.92,,6.44,
dramatize,5.45,,3.48,,5.48,,4.18,,6.03,
drape,4.16,,6.12,5.57,5.14,,5.7,4.7,5.76,
drapery,4.55,,5.49,,5.5,,5.38,,6.5,
drastic,5.4,,3.25,,4.61,,3.83,,4.25,
drastically,5.56,,3.07,,5.01,,3.78,,4.73,
draught,4.81,,4.67,,4.49,,5.53,,4.44,
draughter,4.35,,4.7,,5.3,,4.62,,5.82,
draughtsman,4.16,,4.83,,5.06,,4.71,,5.38,
draughty,4.31,,5.27,,4.98,,5.56,,5.32,
draw,4.71,,4.77,,5.11,,4.96,,5.44,
drawback,4.94,,4.26,,5.29,,4.28,,5.18,
drawbridge,4.73,,5.65,,5.33,,5.32,,5.45,
drawee,5.15,,4.28,,5.18,,4.3,,5.56,
drawer,3.98,,5.17,,5.02,,4.97,,5.46,
drawers,4.24,,5.14,,5.08,,4.94,,5.77,
drawing,4.25,,4.88,,5.17,,4.81,,5.67,
drawing-room,4.88,,4.7,,4.89,,5.01,,4.9,
drawl,5.26,,4.25,,5.17,,4.8,,5.43,
dread,5.56,,3.56,2.57,4.35,,4.7,3.84,3.36,
dreadful,5.56,5.84,3.37,,4.83,4.1,4.57,,4.45,2.26
dreadfully,5.38,,3.98,,4.81,,4.82,,4.42,
dream,5.22,4.53,3.89,,5.36,5.53,5.17,,6.19,6.73
dreamer,5.35,,3.53,4.23,5.8,,4.57,4.97,6.8,
dreamily,5.05,,4.2,,5.25,,4.89,,5.67,
dreamland,4.89,,5.4,,4.94,,5.5,,5.38,
dreamy,5.12,,3.85,,5.04,,4.83,,5.53,
dreary,4.97,2.98,3.37,,4.72,3.81,4.48,,4.67,3.05
dredge,4.83,,5.53,,4.89,,5.26,,5.16,
drench,4.89,,5.09,,4.5,,5.59,,4.37,
dress,4.67,4.05,5.98,6.34,5.53,5,5.58,6.08,6.47,6.41
dresser,4.12,,5.78,,5.1,,5.5,,5.77,
dressing,5.27,,4.38,,4.3,,4.8,,4.02,
dressmaker,4.99,,5.44,,5.51,,5.41,,6.73,
dribble,4.96,,5.4,,5.51,,5.33,,5.76,
drier,4.3,,5.54,,4.98,,5.32,,5.38,
drift,4.75,,4.95,,4.53,,5.42,,5.01,
drifter,5.42,,4.03,,4.13,,4.52,,3.57,
driftwood,5.05,,5.75,,4.98,,5.54,,5.68,
drill,4.44,,5.72,,4.89,,5.3,,4.77,
drilling,4.38,,5.58,,4.98,,5.24,,5.08,
drink,5.03,,5.54,6.17,4.81,,5.54,5.97,4.91,
drinker,5.32,,4.68,,4.55,,5,,4.06,
drinking,5.29,,5.04,,4.6,,5.21,,4.18,
drip,4.49,,5.5,,4.8,,5.52,,4.95,
drive,5.1,,5.3,,5.05,,5.26,,5.14,
drive-in,4.76,,4.99,,5.51,,5.01,,6.24,
driver,4.87,,5.21,5.8,4.9,,5.19,5.73,4.88,
driveway,4.6,,5.41,,5.1,,5.4,,5.42,
driving,4.78,,5,,4.86,,5.03,,4.81,
drizzle,5.01,,5.15,,4.55,,5.58,,4.4,
dromedary,5.12,,5.82,,5.23,,5.58,,5.92,
drone,4.94,,5.59,,4.81,,5.37,,5.05,
drool,5.21,,5.49,,5.14,,5.58,,5.33,
droop,4.59,,4.84,,5.04,,5.33,,5.69,
drop,5.13,,5.06,,4.75,,5.2,,4.9,
droplet,4.93,,5.51,,4.75,,5.57,,4.96,
dropout,5.39,,4.15,,5.36,,4.56,,5.7,
dropper,4.7,,5.32,,4.64,,5.19,,4.53,
droppings,4.88,,5.74,,4.53,,5.4,,4.17,
drought,5.03,,5.51,,4.67,,5.38,,4.38,
drown,5.72,6.57,4.46,,4.8,2.86,5.12,,4.4,1.92
drowned,5.28,,4.99,,5.02,,5.26,,5.54,
drowsiness,5.36,,3.66,,4.17,,4.5,,3.31,
drowsy,4.91,,4.26,,4.56,,4.98,,4.62,
drudgery,5,,3.53,,5.68,,4,,6.36,
drug,5.49,,3.83,5.83,4.06,,4.49,5.7,3.27,
druggist,5.27,,5.11,,4.61,,5.15,,4.64,
drugstore,5.09,,5.5,,4.46,,5.37,,4.46,
drum,4.88,,5.24,,5.34,,5.44,,6.22,
drummer,5.1,,5.09,,5.48,,5.46,,6.52,
drunk,5.54,,4.27,,4.3,,4.89,,3.54,
drunkard,5.7,,4.27,,5.36,,5.01,,5.49,
drunken,5.82,,4.01,,4.45,,5.04,,3.73,
drunkenness,5.38,,4.53,,4.31,,5.09,,3.6,
dry,4.47,,5.57,,4.96,,5.4,,5.28,
dryer,4.78,,5.33,,5.47,,5.24,,5.84,
dryly,5,,4.14,,5.05,,4.63,,5.44,
dryness,4.77,,4.7,,4.88,,5.1,,4.97,
dual,5.06,,3.41,,5.22,,3.7,,5.23,
dub,5.6,,4.07,,5.54,,4.71,,5.69,
dubious,5.16,,3.13,,5.14,,3.62,,4.99,
duchess,5.51,,4.65,,5.87,,5.06,,6.95,
duchy,5.68,,4.07,,5.86,,4.4,,5.9,
duck,5.16,,5.71,6.69,5.26,,5.56,6.28,5.65,
duckling,4.56,,6.03,,5.13,,5.73,,6.06,
ducks,4.51,,6.14,,5.24,,5.76,,5.97,
ducky,5.53,,4.73,,5.6,,5.26,,6.64,
duct,4.96,,5.34,,5.11,,4.91,,4.83,
ductile,4.51,,5.69,,5.3,,5.11,,5.66,
ductless,5.22,,4.82,,4.9,,4.54,,4.54,
dude,5.47,,4.96,,5.22,,5.24,,5.39,
due,5,,3.34,,4.66,,3.68,,4.65,
duel,5.94,,4.05,4.49,5.89,,4.63,5.27,6.02,
duet,5.44,,5.09,,5.73,,5.38,,6.89,
dugout,4.66,,5.84,,4.99,,5.26,,5.3,
duke,5.39,,5.09,,5.71,,5.03,,5.89,
dull,4.93,,3.87,,5.41,,4.59,,6.01,
dullness,5.42,,3.16,3.03,5.48,,4.11,3.89,5.82,
dully,4.63,,4.31,,4.91,,5.17,,5.23,
duly,5.23,,3.54,,5.34,,4.14,,5.49,
dumb,5.6,,3.78,,4.82,,4.53,,4.58,
dumbbell,4.86,,4.6,,5.12,,4.73,,5.39,
dumbfound,5.45,,4.73,,5.1,,4.84,,5.09,
dummy,5.47,4.35,4.23,,4.71,3.67,4.69,,4.59,3.38
dump,4.91,4.12,4.95,5.57,4.72,3.83,5.09,5.38,3.72,3.21
dumpling,4.64,,6.22,,5.37,,5.87,,6.31,
dune,4.97,,5.66,,4.64,,5.51,,5.08,
dung,4.52,,5.64,,4.83,,5.41,,4.79,
dungeon,5.25,,4.77,,5.24,,5.06,,5.16,
dunno,5.14,,4.04,,4.81,,4.69,,4.51,
duodenum,4.85,,5.31,,4.89,,4.98,,4.33,
duplicate,4.51,,4.5,,5.19,,4.33,,5.42,
duplication,5.05,,3.77,,5.61,,3.82,,6.09,
duplicator,4.29,,4.93,,5.14,,4.75,,5.47,
durability,4.7,,4.66,,5.31,,4.38,,5.65,
durable,4.51,,4.8,,5.42,,4.52,,5.94,
duration,5.29,,3.09,,5.03,,3.48,,5.19,
during,5.15,,3.38,,4.93,,4.09,,4.97,
dusk,4.44,,4.76,4.17,5.01,,5.72,5.81,5.74,
dusky,4.98,,4.58,,5.07,,5.28,,5.71,
dust,4.78,,5.41,,4.87,,5.46,,5.04,
duster,5.2,,4.03,,4.93,,4.86,,4.79,
dusty,4.17,,5.11,,4.93,,5.25,,5.38,
dutiful,5.32,,3.5,,5.19,,4.52,,5.2,
dutifully,4.82,,4.43,,5.23,,4.92,,5.86,
duty,5.14,,3.57,,5.44,,3.96,,5.62,
dwarf,5.27,,4.67,,5.46,,5.14,,6.19,
dwell,5.42,,3.33,,5.31,,4.53,,5.47,
dweller,5.19,,4.26,,5.29,,4.53,,5.46,
dwelling,4.69,,4.61,5.46,5.63,,4.95,5.4,6.47,
dwindle,5.2,,3.46,,4.9,,4.05,,5.08,
dye,4.45,,5.95,5.83,5.27,,5.57,5,5.93,
dyke,4.8,,5.79,,4.97,,5.55,,5.47,
dynamic,5.31,,3.04,,5.71,,3.36,,6.31,
dynamics,5.2,,3.1,,5.31,,3.46,,5.56,
dynamite,5.53,,5.25,,4.44,,5.34,,3.81,
dynamo,4.73,,5.02,,5.49,,4.82,,5.81,
dynastic,5.56,,3.63,,5.72,,4.21,,5.78,
dynasty,5.28,,4.43,,5.28,,4.67,,5.35,
dysentery,5.26,,4.29,,4.03,,4.5,,2.65,
dysfunction,5.96,,3.46,,5.01,,4.19,,4.95,
each,4.92,,3.68,,5.61,,3.99,,6.22,
eager,5.96,,3.52,,5.93,,4.42,,6.94,
eagerly,5.45,,3.98,,5.38,,4.73,,6.01,
eagerness,5.51,,3.4,,5.41,,4.57,,5.76,
eagle,4.9,,5.8,,5.13,,5.48,,5.85,
eaglet,4.69,,5.75,,4.78,,5.46,,5.36,
ear,4.59,,5.04,,4.99,,5.19,,5.31,
eardrum,4.63,,4.86,,4.94,,4.99,,5.06,
earl,5.42,,5.12,5.2,5.61,,5.17,4.41,5.82,
earlier,5.31,,3.18,,5.32,,3.55,,5.48,
earliest,5.43,,3.85,,5.5,,4.57,,6.07,
early,5.26,,3.29,,5.74,,3.94,,6.3,
earn,5.43,,4.11,,5.88,,4.45,,6.7,
earner,5.16,,4.01,,5.14,,4.32,,5.49,
earnest,5.28,,3.46,,5.19,,4.44,,5.57,
earnestly,5.35,,3.6,,5.05,,4.42,,5.05,
earnestness,5.43,,3.34,,4.93,,4.49,,4.63,
earning,5.32,,4.06,,5.55,,4.22,,6.06,
earnings,5.22,,4.23,,5.39,,4.32,,5.97,
earphone,4.54,,5.25,,5.04,,5.08,,5.47,
earring,5.29,,5.85,,5.33,,5.55,,6.18,
earshot,4.96,,4.43,,4.93,,5.01,,5.29,
earth,4.92,4.24,4.59,6.26,5.25,5.61,4.9,5.84,6.21,7.15
earthen,4.57,,5.53,,5.18,,5.52,,5.56,
earthenware,4.58,,6.03,,4.91,,5.72,,4.78,
earthling,5.25,,4.57,,5.23,,5.4,,5.98,
earthly,5.5,,3.39,,5.33,,4.43,,5.71,
earthquake,5.17,,4.97,,4.47,,4.89,,4.45,
earthwork,5.62,,5.43,,4.66,,5.32,,3.96,
earthworm,5.12,,5.91,,4.62,,5.48,,4.3,
earthy,4.67,,5.54,,5.37,,5.03,,6.03,
ease,5.24,,3.9,3,5.28,,4.34,3.33,5.55,
easel,4.94,,5.2,,5.49,,5.1,,6.11,
easily,4.94,,3.4,,5.61,,3.62,,6.07,
east,4.77,,4.56,,5.14,,4.88,,5.68,
east-west,4.61,,4.5,,5.28,,4.91,,5.9,
eastern,4.97,,4.5,,5.3,,4.7,,5.5,
eastward,5.07,,4.72,,5.15,,4.88,,5.43,
easy,5.22,4.48,3.37,,5.46,7,3.86,,5.8,7.1
easy-going,5.15,,4.08,,5.34,,4.53,,5.83,
easygoing,5.04,4.3,4.11,,5.12,5.25,4.63,,5.21,7.2
eat,4.75,5.69,6.12,,5.17,5.6,5.86,,5.54,7.47
eater,5.22,,5.96,4.83,4.76,,5.61,4.32,4.57,
eating,4.77,,5.63,,5.31,,5.58,,5.79,
eaves,4.26,,5.35,6.06,4.81,,5.53,4.97,5.17,
eavesdropping,5.31,,4.44,,4.54,,4.46,,4.27,
ebb,5.45,,4.48,,4.41,,5.21,,4.19,
ebony,5.29,,5.06,,5.7,,5.35,,6.66,
eccentric,5.33,,4.29,,5.44,,4.7,,6.27,
eccentricity,5.18,,3.43,,5.12,,4.28,,5.27,
ecclesiastical,5.07,,3.88,,5.36,,4.45,,5.86,
echinoderm,4.7,,5.86,,5,,5.39,,5.22,
echo,5.3,,4.41,4.24,4.67,,5.08,5.62,4.59,
eclipse,4.78,,4.67,,5.22,,5.49,,6.38,
ecological,5.08,,4.51,,5,,4.61,,4.72,
ecologist,4.93,,4.81,,4.99,,4.91,,4.84,
ecology,4.99,,4.59,,4.87,,4.76,,4.53,
economic,5.16,,3.33,,5.15,,4,,5.38,
economical,4.58,,4.16,,5.49,,3.97,,5.87,
economically,5.04,,3.29,,5.39,,3.86,,5.8,
economics,5.2,,3.63,,5.58,,4.12,,6.17,
economist,5.27,,3.39,,5.27,,3.81,,5.67,
economize,5.12,,3.54,,5.83,,3.91,,6.65,
economy,5.28,,3.71,,5.2,,4.13,,5.61,
ecosystem,5.07,,5.18,,4.89,,5.08,,4.73,
ecstasy,5.71,7.38,3.68,,5.2,6.68,4.8,,5.16,7.98
ectoderm,4.77,,4.99,,4.99,,4.64,,5,
eddy,5.28,,4.95,,4.83,,5.27,,5.09,
edema,5.24,,3.87,,3.92,,4.34,,3.08,
edge,4.65,,5.59,5.11,4.92,,5.43,4.78,5.24,
edging,5.04,,5.07,,5.03,,4.98,,5.33,
edible,4.65,,5.75,,5,,5.29,,5.06,
edict,5.32,,3.93,3.49,5.63,,4.34,3.03,5.73,
edifice,4.78,,5.36,,5,,5.27,,5.28,
edit,4.89,,4.73,,5.34,,4.77,,6,
edition,5.3,,3.86,,5.72,,4.48,,6.68,
editor,5.04,,4.6,,5.14,,4.78,,5.37,
editorial,5.01,,4.3,,4.97,,4.5,,5.27,
educate,5.25,,3.52,,5.67,,4.17,,6.03,
education,5.3,5.74,4.13,3.17,6.01,6.15,4.35,4.22,6.69,6.69
educational,5.24,,3.91,,5.76,,4.32,,6.4,
educationally,5.3,,3.97,,5.48,,4.42,,5.91,
educator,5.27,,3.8,4.32,5.75,,4.35,3.76,6.29,
eel,5.1,,6.03,,4.74,,5.63,,5.25,
eerie,5.11,,4.31,,4.53,,5.36,,4.42,
effect,5.48,,3.22,2.89,4.36,,3.68,2.86,3.61,
effective,5.24,,3.19,,5.67,,3.58,,6.29,
effectively,5.22,,3.15,,5.79,,3.53,,6.33,
effectiveness,5.08,,3.45,,5.69,,3.7,,6.23,
effector,5,,4.78,,4.57,,4.84,,4.41,
efficacy,5.34,,3.08,,5.03,,3.73,,4.9,
efficiency,5.22,,3.43,,5.8,,3.6,,6.58,
efficient,4.94,,3.5,,5.72,,3.67,,6.44,
efficiently,4.94,,3.64,,5.68,,3.67,,6.27,
effluent,4.81,,4.51,,4.48,,4.44,,3.79,
effort,5.19,,3.1,3.06,5.39,,3.62,3.73,5.74,
effortless,4.81,,4.61,,5.45,,4.83,,5.89,
egalitarian,5.23,,3.18,,5.5,,3.88,,5.73,
egg,4.74,3.76,5.76,6.71,4.81,4.49,5.43,6.41,5.21,5.29
eggbeater,4.48,,5.51,,5.07,,5.22,,5.03,
eggshell,4.57,,5.73,,4.61,,5.43,,4.71,
ego,5.62,,2.97,,5.32,,3.93,,5.6,
egret,4.5,,6.07,,5.02,,5.61,,5.57,
eight,4.9,,3.84,3.6,5.34,,4.51,5.35,5.86,
eight-hour,5.41,,4.2,,4.62,,4.56,,4.04,
eight-year-old,4.99,,5.44,,5.45,,5.49,,6.54,
eighteen,5.3,,3.75,,5.62,,4.69,,6.61,
eighteenth,5.27,,3.18,,5.94,,4.02,,6.7,
eighth,5.3,,3.68,,5.49,,4.26,,5.91,
eighth-grade,5.26,,4.15,,5.25,,4.62,,5.36,
eighty,5.29,,4,,5.43,,4.72,,5.9,
eighty-six,4.88,,4.85,,5.12,,5.09,,5.58,
either,5.02,,3.32,,5.43,,3.51,,5.96,
ejaculate,5.7,,4.16,,5.42,,4.83,,6.04,
ejaculation,6.19,,3.66,,5.42,,4.57,,5.79,
eject,4.93,,5.03,,4.77,,5,,4.72,
el,5.01,,5.97,,5.2,,5.52,,5.82,
elaborate,5.1,,3.64,,5.64,,3.95,,6.42,
elaborately,4.67,,5.82,,5.39,,5.48,,6.22,
elaboration,5.04,,3.27,2.69,5.24,,3.89,3.11,5.38,
elapse,5.06,,3.6,,5.26,,4.05,,5.75,
elastic,4.66,,4.93,,5.13,,4.87,,5.48,
elasticity,4.95,,4.07,,5.32,,4.23,,5.91,
elate,5.78,,3.42,,4.69,,4.29,,4.16,
elation,5.69,,3.18,,4.38,,4.3,,3.47,
elbow,4.61,3.81,5.56,6.6,4.97,4.88,5.38,6.11,5.14,5.12
elder,5.26,,4.14,,5.29,,4.79,,6.01,
elderly,5.28,,3.9,,4.68,,4.45,,4.71,
eldest,5.27,,4.54,,5.66,,4.97,,6.79,
elect,5.09,,4.23,,5.87,,4.35,,6.03,
elected,5.17,,3.89,,5.73,,4.11,,5.84,
election,5.48,,4.11,3.43,5.44,,4.27,4.41,5.62,
elective,5.36,,4.22,,5.93,,4.44,,6.57,
elector,4.76,,4.05,,5.43,,4.14,,5.66,
electoral,5.46,,4.12,,5.41,,4.26,,5.62,
electorate,5.43,,3.85,,5.36,,4.11,,5.5,
electric,4.65,,5.08,,5.19,,4.9,,5.53,
electrical,4.61,,4.88,,5.24,,4.68,,5.58,
electrically,4.63,,4.73,,5.12,,4.57,,5.56,
electrician,4.91,,4.88,,5.48,,4.56,,5.85,
electricity,4.66,,5.39,4.37,5.16,,5.16,4.92,5.5,
electrify,5.15,,4.19,,5.17,,4.61,,5.13,
electrochemical,4.79,,4.38,,4.84,,4.34,,4.89,
electrochemistry,4.92,,4.36,,4.8,,4.3,,4.77,
electrode,4.73,,5.22,,5.34,,4.75,,5.56,
electrolysis,4.77,,4.46,,5.09,,4.34,,5.17,
electrolyte,4.79,,4.74,,5,,4.59,,5.25,
electrolytic,4.73,,4.49,,5.11,,4.34,,5.27,
electromagnet,4.57,,5.12,,4.97,,4.87,,5.17,
electromagnetic,5.09,,4.66,,5.24,,4.91,,5.98,
electromotive,4.6,,4.38,,5.11,,4.4,,5.43,
electron,4.63,,4.8,,5.28,,4.67,,6.06,
electronegativity,4.79,,4.9,,5.4,,4.52,,5.94,
electronic,4.7,,4.62,,5.37,,4.4,,5.77,
electronically,4.86,,4.71,,5.39,,4.45,,5.84,
electronics,4.85,,4.48,,5.53,,4.35,,6.21,
electroscope,4.72,,5.13,,5.03,,4.91,,5.58,
electrostatic,4.67,,4.76,,5.19,,4.6,,5.92,
elegance,5.41,,3.69,,5.95,,4.69,,7.07,
elegant,5.32,4.53,4.8,,5.81,5.95,5.14,,7.01,7.43
elegantly,4.85,,5.38,,5.51,,5.31,,6.69,
element,4.71,,4.71,,5.14,,4.32,,5.58,
elemental,5.08,,4.48,,5.08,,4.37,,5.4,
elementary,5.28,,4.11,,5.73,,4.45,,6.33,
elephant,5.62,,5.64,6.69,5.09,,5.36,6.35,5.42,
elevate,5.29,,3.66,,4.66,,4.25,,4.71,
elevated,4.74,,4.05,,4.78,,4.21,,4.8,
elevation,4.55,,4.74,,4.85,,4.91,,5.25,
elevator,4.3,4.16,5.79,,4.94,4.32,5.37,,5.28,5.44
eleven,5.11,,4.11,,5.12,,4.9,,5.51,
eleventh,5.33,,3.61,,5.45,,4.16,,6.1,
elf,4.87,,5.33,4.49,5.46,,5.44,5.49,6.26,
elicit,5.45,,3.3,,5.09,,3.64,,5.07,
eligibility,5.04,,3.9,,5.53,,4.21,,6.12,
eligible,5.18,,3.93,,5.4,,4.09,,5.84,
eliminate,5.03,,3.12,,5.3,,3.47,,5.33,
elimination,4.97,,4.07,3,4.84,,4.27,3.81,4.44,
elite,5.26,,3.26,,5.74,,3.92,,5.87,
elitism,5.37,,3.27,,5.72,,3.98,,5.94,
elitist,5.21,,2.99,,5.4,,3.9,,5.31,
elk,5.12,,5.98,,4.84,,5.56,,4.93,
ellipse,4.48,,4.6,,5.19,,4.81,,5.76,
elliptical,4.86,,4.45,,5.22,,4.87,,6.07,
elm,4.45,,6,6.69,5.03,,5.4,5.68,5.65,
elongate,4.67,,4.81,,4.91,,4.5,,5,
elongation,4.47,,4.67,,4.96,,4.4,,5.15,
eloquence,5.36,,3.21,,5.57,,4.21,,5.98,
eloquent,5.58,,3.61,,5.33,,4.42,,5.18,
eloquently,5.25,,3.96,,5.54,,4.21,,5.98,
else,5.35,,3.4,,4.96,,4.12,,5.11,
elsewhere,5.19,,2.96,,5.68,,3.6,,6.09,
elude,5.94,,4.2,,4.92,,4.53,,4.45,
elusive,5.27,,3.03,,5.67,,3.99,,6.25,
em,5.56,,4.38,,5.12,,4.83,,4.79,
emaciate,5.23,,3.81,,4.31,,4.6,,3.65,
emanate,5.18,,3.57,,5.62,,3.97,,5.75,
emancipate,5.5,,3.76,,4.97,,4.3,,4.54,
emancipation,5.81,,4.06,2.71,4.86,,4.44,3.73,4.09,
embalm,5.31,,3.85,,4.78,,4.49,,5.02,
embankment,4.8,,5.83,,4.84,,5.51,,4.9,
embargo,5.6,,3.97,,4.74,,4.34,,4.28,
embark,5.54,,3.45,,5.77,,4.35,,6.11,
embarrass,5.58,,3.61,,4.95,,4.45,,4.81,
embarrassed,5.3,5.87,4.38,,5.35,2.87,4.93,,5.9,3.03
embarrassing,5.13,,2.9,,5.07,,3.71,,5.24,
embarrassment,5.33,,3.63,,5.26,,4.47,,5.72,
embassy,5.78,,3.66,,4.46,,4.22,,3.77,
embed,4.68,,3.93,,5.27,,3.89,,5.28,
embellish,5.19,,3.38,,5.72,,4,,6.76,
ember,5.02,,5.8,,4.94,,5.85,,4.8,
emblem,5.6,,3.77,,5.75,,4.63,,6.29,
embodiment,5.55,,3.53,,5.16,,4.31,,5.26,
embody,5.23,,2.79,,5.67,,3.6,,6.07,
emboss,4.44,,5.41,,4.99,,5.1,,5.26,
embrace,5.41,,3.24,4.63,5.36,,4.63,6.03,5.7,
embroider,5.04,,5.75,,5.59,,5.59,,6.7,
embroidery,4.82,,5.76,,5.49,,5.52,,6.57,
embroil,5.3,,3.82,,5.46,,4.24,,5.53,
embryo,5,,5.3,,5.23,,5.05,,5.5,
embryonic,5.01,,4.81,,5.34,,4.71,,5.4,
emerald,5.29,,5.25,,5.86,,5.57,,7.26,
emerge,5.33,,2.91,,5.67,,3.67,,6.01,
emergence,5.17,,2.96,,5.61,,3.52,,6.13,
emergency,5.54,,4.01,3.17,4.34,,4.61,4.81,4.12,
emergent,5.27,,3.94,,5.22,,4.44,,5.71,
emery,4.41,,5.74,,5.07,,5.29,,5.27,
emigrant,4.4,,5.53,,4.92,,5.19,,5.13,
emigrate,5.32,,3.31,,5.65,,4.19,,6.1,
eminence,5.23,,3.2,,5.37,,4.3,,5.29,
eminent,5.31,,3.13,,6.01,,3.91,,6.74,
eminently,5.34,,3.31,,5.37,,4.21,,5.04,
emissary,5.53,,3.92,,4.92,,4.3,,4.42,
emission,5.37,,4.82,,4.64,,4.85,,3.89,
emit,5.23,,4.8,,5.07,,4.81,,5.36,
emitter,5.14,,4.34,,5.35,,4.38,,5.69,
emotion,5.9,,2.93,2.49,4.81,,4.17,4.84,4.65,
emotional,5.47,,2.79,,4.22,,3.89,,3.7,
emotionally,5.42,,2.9,,4.35,,3.94,,3.97,
empathy,5.57,,3.22,,5.21,,3.96,,5.37,
emperor,5.34,,4.74,5.51,5.6,,4.77,5.08,6.26,
emphasis,5.35,,3.01,,5.89,,3.56,,6.6,
emphasize,5.28,,2.94,,5.76,,3.41,,6.4,
emphatic,5.05,,3.82,,5.25,,4.04,,5.41,
emphatically,5.27,,3.12,,4.86,,4.12,,4.64,
emphysema,5.3,,4.37,,4.13,,4.57,,3.01,
empire,5.44,,4.1,,5.76,,4.38,,5.76,
empirical,4.89,,2.88,,5.63,,3.47,,6.06,
empirically,4.96,,2.83,,5.28,,3.26,,5.51,
employ,5.15,,3.84,,5.84,,3.94,,6.61,
employee,5.24,,3.83,,5.59,,4.07,,6.32,
employer,5.22,,3.87,,5.63,,4.17,,6.3,
employment,5.22,5.28,3.82,4.34,5.73,5.73,4.08,4.41,6.25,6.47
empower,5.12,,3.8,,4.69,,4.12,,4.44,
empress,5.29,,4.37,,5.68,,4.89,,6.51,
emptiness,5.04,,4.38,,4.74,,5.26,,4.77,
empty,4.51,,5.09,,4.63,,5.14,,4.77,
emulate,5.23,,3.53,,5.37,,4.26,,5.55,
emulsify,4.47,,5.81,,4.96,,5.46,,5.08,
emulsion,4.39,,5.56,5.23,5,,5.38,4.57,5.17,
enable,5.17,,2.98,,5.89,,3.46,,6.78,
enact,5.01,,3.6,,4.87,,3.84,,4.91,
enactment,5.02,,3.39,,4.76,,3.68,,4.89,
enamel,4.95,,4.77,,4.74,,4.84,,4.41,
encamp,5.62,,5.18,,5.11,,5.18,,4.93,
encampment,6.01,,4.98,,4.8,,5.16,,4.12,
encase,5.18,,4.9,,4.83,,4.58,,4.72,
enchant,5.03,,4.39,,5.28,,5.06,,5.75,
enchanter,5.57,,3.99,4,4.9,,4.75,3.84,4.29,
enchanting,5.48,,4.49,,5.82,,5.29,,7.4,
enchantment,5.61,,4.21,,5.48,,4.95,,6.38,
encircle,4.79,,5.25,,5.06,,5.17,,5.15,
enclave,5.33,,3.42,,4.95,,4.11,,4.31,
enclose,4.81,,4.7,,5.2,,4.47,,5.32,
enclosure,5.08,,5.05,,5.19,,4.88,,5.56,
encode,4.87,,3.67,,5.56,,3.72,,6.13,
encompass,5.1,,2.84,,5.7,,3.39,,6.18,
encounter,5.55,,2.73,3.12,5.44,,3.36,3.76,5.88,
encourage,5.32,,3.14,,5.69,,3.53,,6.27,
encouraged,5.5,,3.21,,5.72,,3.95,,5.78,
encouragement,5.4,,3.4,,5.37,,4.15,,5.92,
encouraging,5.29,,3.29,,4.79,,3.74,,4.62,
encouragingly,5.22,,4.41,,5.54,,4.96,,6.28,
encroach,5.49,,3.26,,5.1,,3.7,,4.86,
encrust,5.11,,5.58,,5.49,,5.5,,6.4,
encumbrance,5.02,,3.99,,5,,4.22,,4.94,
encyclopedia,4.93,,4.46,,5,,4.59,,5.12,
end,4.97,,4.07,,5.33,,4.34,,5.61,
endanger,5.39,,4.01,,4.77,,4.43,,4.08,
endangered,5.39,,5.18,,4.71,,5.14,,4.55,
endeavour,5.35,,3.32,2.71,5.31,,3.87,3.16,5.47,
endemic,5.27,,3.66,,4.1,,3.9,,3.07,
