word_french,valence_M,arousal_M,valence_number,arousal_number,valence_M_Painchaud_2005,valience_M_Syssau_Font_2005,valence_M_Bonin_etal_2003,,valence_M_Messina_etal_1989,valence_M_Vikis_Freiberg_1976,valence_M_Bradley_Lang_1999,valuence_M_Vo_al_2009,valence_M_Leleu_1987,valence_M_Zammuner_1998,valence_M_Eilola_Havelka_2007,valence_M_Redondo_etal_2007,valence_M_Niedenthal_etal_2004,arousal_M_Bradley_Lang_1999,arousal_M_Vo_al_2009,arousal_M_Leleu_1987,arousal_M_Eilola_Havelka_2007,arousal_M_Redondo_etal_2007
énerver,-0.5,0.77,1,1,,,,,,,,,0.50,,,,,,,0.77,,
énerver (s'),-0.43,0.70,1,1,,,,,,,,,0.43,,,,,,,0.70,,
enfance,0.59,0.61,2,4,0.52,,,,,,,,0.67,,,,,0.57,0.36,0.78,,0.71
enfant,0.70,,9,-,0.71,0.72,0.74,,0.85,,0.52,0.60,0.83,,,0.63,,,,,,
enfanter,0.54,,1,-,0.54,,,,,,,,,,,,,,,,,
enfantin,-0.07,0.78,1,1,0.07,,,,,,,,,,,,,,,0.78,,
enfants,0.80,0.52,2,4,0.77,,,,,,,,0.83,,,,,0.55,,0.45,,0.60
enfer,-0.66,0.28,6,1,0.73,0.81,,,,,0.69,,0.90,,,0.45,,,,0.28,,
enfermé,-0.77,0.37,1,1,,,,,,,,,0.77,,,,,,,0.37,,
enfermer,-0.6,,1,-,,,,,,,,,0.60,,,,,,,,,
enflé,-0.58,0.22,1,1,0.58,,,,,,,,,,,,,,,0.22,,
enfouir,-0.43,0.68,1,1,,,,,,,,,0.43,,,,,,,0.68,,
enfuir (s'),-0.23,0.83,1,1,,,,,,,,,0.23,,,,,,,,,0.83
enfurecido,-0.55,0.65,1,1,,,,,,,,,,,,0.55,,,,0.65,,
engageant,0.17,0.73,1,1,,,,,,,,,0.17,,,,,,,0.73,,
engagement,0.20,0.70,2,1,,,,,0.09,,,,0.30,,,,,,,0.70,,
engager,0.30,0.73,1,1,,,,,,,,,0.30,,,,,,,0.73,,
engager (s'),0.23,0.48,1,1,,,,,,,,,0.23,,,,,,,0.48,,
engin,-0.2,0.63,1,2,,,,,,,,,0.20,,,,,0.75,,0.52,,
engouement,0.34,0.40,4,1,,,,,,,0.43,,0.03,0.49,,,0.48,0.40,,,,
engrais,-0.48,0.70,1,1,,,,,,,0.48,,,,,,,,,0.70,,
engueuler,-0.6,0.67,1,1,,,,,,,,,0.60,,,,,,,0.67,,
enivrant,0.30,,1,-,,,,,,,,,0.30,,,,,,,,,
enjoué,0.68,,2,-,0.77,,,,,,,,,,,,0.59,,,,,
enjouement,0.74,0.57,1,1,0.74,,,,,,,,,,,,,0.57,,,,
enlèvement,-0.52,0.73,2,2,,,,,0.48,,0.56,,,,,,,,0.79,0.67,,
ennemi,-0.76,0.88,3,1,0.80,,,,,,,0.72,0.77,,,,,,0.88,,,
ennemi mortel,-0.9,0.73,1,1,,,,,,,,0.90,,,,,,0.73,,,,
ennui,-0.6,0.32,5,2,0.72,0.56,,,,,0.49,,,0.66,,,0.59,0.23,,0.42,,
ennuyé,-0.64,0.53,2,1,,,,,,,0.51,,0.77,,,,,,,0.53,,
ennuyer,-0.6,0.15,1,1,,,,,,,,,0.60,,,,,,,0.15,,
ennuyer (s'),-0.73,,1,-,,,,,,,,,0.73,,,,,,,,,
énorme,-0.11,,1,-,0.11,,,,,,,,,,,,,,,,,
enragé,-0.54,,1,-,,,,,,,,,,,,,0.54,,,,,
enregistreur,0.31,0.63,1,1,,,,,0.31,,,,,,,,,,,0.63,,
enrichissant,0.63,0.38,1,1,,,,,,,,,0.63,,,,,0.38,,,,
enseignant,0.17,0.73,1,1,,,,,,,0.17,,,,,,,,,0.73,,
enseignement,0.40,0.60,1,1,,,,,,,,,0.40,,,,,,,0.60,,
ensemble,0.46,0.35,2,1,,,,,0.39,,,,0.53,,,,,,0.35,,,
ensoleillé,0.80,0.43,1,1,,,,,,,,0.80,,,,,,,,0.43,,
entendre,0.51,0.38,2,1,0.62,,,,,,,,0.40,,,,,,,0.38,,
entendre (s'),0.57,0.62,1,1,,,,,,,,,0.57,,,,,,,0.62,,
entente,0.63,,1,-,,,,,,,,,0.63,,,,,,,,,
enterrement,-0.52,0.64,1,1,,,,,0.52,,,,,,,,,,0.64,,,
enterrer,-0.7,0.52,1,1,,,,,,,,0.70,,,,,,,,0.52,,
entêté,-0.47,0.52,1,1,,,,,,,,,0.47,,,,,,,0.52,,
entêtement,-0.3,0.83,1,1,,,,,,,,,0.30,,,,,,,0.83,,
enthousiasme,0.76,0.63,3,1,,,,,,,,,0.73,0.81,,,0.74,,0.63,,,
enthousiasmer,0.72,0.77,1,1,,,,,,,,0.72,,,,,,,,0.77,,
enthousiasmer (s'),0.67,0.38,1,1,,,,,,,,,0.67,,,,,,,0.38,,
entier,0.30,,1,-,,,,,,,,,0.30,,,,,,,,,
entonnoir,0.01,,1,-,,,0.01,,,,,,,,,,,,,,,
entorse,-0.68,0.52,1,1,0.68,,,,,,,,,,,,,,,0.52,,
entourer,0.17,0.75,1,1,,,,,,,,,0.17,,,,,,,0.75,,
entraide,0.68,0.73,2,1,0.72,,,,,,,,0.63,,,,,,,0.73,,
entrain,0.66,,5,-,0.90,0.50,,,0.63,,,,0.60,,,,0.68,,,,,
entraînement,0.27,0.77,1,1,,0.27,,,,,,,,,,,,,,0.77,,
entraîner,0.20,0.80,1,1,,,,,,,,,0.20,,,,,,,0.80,,
entraîner (s'),0.27,0.44,1,1,,,,,,,,,0.27,,,,,,0.44,,,
entre,0.10,0.35,1,1,,,,,,,,0.10,,,,,,,,0.35,,
entrée,0.17,0.85,1,1,,,,,,,,,0.17,,,,,,,0.85,,
entreprenant,0.43,,1,-,,,,,,,,,0.43,,,,,,,,,
entrepreneur,0.16,0.78,1,1,,,,,0.16,,,,,,,,,,,0.78,,
entreprise,0.17,0.63,1,1,,,,,,,,,0.17,,,,,,,0.63,,
entretenir,0.10,0.60,1,1,,,,,,,,,0.10,,,,,,,0.60,,
entretien,0.09,0.42,2,1,0.01,,,,,,,,0.17,,,,,,,0.42,,
entrevoir,0.03,0.67,1,2,,,,,,,,,0.03,,,,,0.56,,,,0.77
envahisseur,-0.46,,2,-,,,,,,,0.49,,,,0.32,0.44,,,,,0.59,
enveloppe,0.44,0.67,1,2,,,0.44,,,,,,,,,,,,0.67,0.67,,
envie,0.18,0.57,5,1,0.07,,,,,,,0.70,0.43,0.67,,,0.52,,0.57,,,
envier,-0.4,0.63,1,2,,,,,,,,0.40,,,,,,,0.71,0.55,,
envieux,-0.43,0.53,2,1,,,,,,,,0.50,0.37,,,,,,,0.53,,
environnement,0.45,,2,-,0.57,,,,,,,,0.33,,,,,,,,,
environnemental,0.67,,1,-,0.67,,,,,,,,,,,,,,,,,
envouté,0.25,0.57,1,1,,,,,,,,,,,,,0.25,,,0.57,,
envoyer,0.17,0.10,1,1,,,,,,,,,0.17,,,,,,,0.10,,
épais,-0.33,,2,-,0.33,,,,,,,,0.33,,,,,,,,,
épaissir,-0.54,0.63,1,1,0.54,,,,,,,,,,,,,,,0.63,,
épanouir (s'),0.67,0.57,1,1,,,,,,,,,0.67,,,,,,,0.57,,
épanouissement,0.63,0.37,1,2,,,,,,,,,0.63,,,,,,0.32,0.43,,
épargner,0.02,0.50,2,1,,,,,,,,0.09,0.13,,,,,,,0.50,,
épatant,0.53,,1,-,,,,,,,,,0.53,,,,,,,,,
épaté,0.35,,2,-,,,,,,,,,,0.13,,,0.56,,,,,
épaule,0.45,,1,-,0.45,,,,,,,,,,,,,,,,,
épave,-0.4,0.65,1,1,,,,,0.40,,,,,,,,,,0.65,,,
épée,-0.17,0.47,2,1,,,-,0.07,,,,0.27,,,,,,,,0.47,,
éperdu,-0.07,0.33,1,1,,,,,,,,,0.07,,,,,,,0.33,,
éphémère,-0.37,0.40,1,1,,,,,,,,,0.37,,,,,,,0.40,,
épier,-0.67,,1,-,,,,,,,,,0.67,,,,,,,,,
épinard,0.50,0.64,1,1,,,,,0.50,,,,,,,,,,,,,0.64
épine,-0.45,0.38,3,1,0.54,,,,0.39,,,,,,,0.41,,,,0.38,,
épisode,-0.37,0.37,1,1,,,,,,,,,0.37,,,,,,,0.37,,
époque,0.06,0.54,2,1,0.21,,,,,,,,0.10,,,,,,,,,0.54
épouse,0.25,0.45,1,1,,,,,,,,,,,,0.25,,,,0.45,,
époustouflé,-0.07,0.61,1,3,,,,,,,,,0.07,,,,,0.66,,0.43,,0.73
épouvantable,-0.67,0.53,3,1,,,,,,,0.77,,0.73,,,0.52,,,,0.53,,
épouvante,-0.65,0.58,2,1,0.60,,,,,,,,0.70,,,,,,,0.58,,
épouvanté,-0.48,0.60,3,1,,,,,,,,,0.73,0.12,,,0.60,,,0.60,,
épouvanter,-0.67,0.61,1,1,,,,,,,,,0.67,,,,,,,,,0.61
époux,0.34,0.77,1,1,,,,,,,,,,,,0.34,,,,0.77,,
épreuve,-0.45,0.72,2,1,0.40,,,,,,,,0.50,,,,,,,0.72,,
épris,0.70,0.67,1,1,,,,,,,,,0.70,,,,,,,0.67,,
éprouvant,-0.43,0.52,1,1,,,,,,,,,0.43,,,,,,0.52,,,
éprouver,0.58,,1,-,,,,,,,,0.58,,,,,,,,,,
éprouvette,-0.01,0.23,1,1,,,-,0.01,,,,,,,,,,,,0.23,,
épuisé,-0.57,,1,-,,,,,,,,,0.57,,,,,,,,,
équerre,0.01,0.53,1,1,,,0.01,,,,,,,,,,,,,0.53,,
équilibre,0.53,0.53,4,1,0.63,0.51,,,0.55,,,,0.43,,,,,,,0.53,,
équilibré,0.50,0.54,1,2,,,,,,,,,0.50,,,,,,0.38,0.70,,
équipe,0.29,0.48,3,1,,,,,0.28,,,0.13,0.47,,,,,,,0.48,,
équité,0.46,0.18,2,1,,0.56,,,,,,,0.37,,,,,,0.18,,,
érable,0.43,,1,-,,,,,,,,0.43,,,,,,,,,,
ermite,-0.28,0.81,1,3,0.28,,,,,,,,,,,,,0.78,,0.82,,0.83
érotique,0.48,,4,-,0.31,,,,,,0.61,,0.37,,,0.65,,,,,,
érotiser,-0.01,0.86,1,1,0.01,,,,,,,,,,,,,,0.86,,,
érotisme,0.62,0.69,2,1,0.47,,,,,,,0.77,,,,,,,0.69,,,
erre,-0.5,0.35,1,1,,,,,,,,0.50,,,,,,,,0.35,,
errer,-0.27,0.52,1,3,,,,,,,,,0.27,,,,,,0.56,0.28,,0.71
erreur,-0.45,0.53,5,1,0.55,0.39,,,,,,0.35,0.57,,,0.42,,,,,,0.53
érudit,0.09,,2,-,0.13,,,,,,,,,,,0.30,,,,,,
escabeau,-0.09,0.34,1,1,,,-,0.09,,,,,,,,,,,0.34,,,
escalier,0.12,0.31,3,1,,,0.18,,0.15,,,0.02,,,,,,,0.31,,,
escargot,-0.06,0.71,4,3,0.24,0.10,0.04,,,,,0.12,,,,,,0.65,0.83,,,0.66
esclave,-0.68,0.58,4,1,,,,,0.54,,0.79,0.73,,,,0.64,,,,,,0.58
escorbuto,-0.51,0.49,1,2,,,,,,,,,,,,0.51,,0.52,,0.47,,
espace,0.50,0.28,3,1,0.66,,,,,,0.45,,0.40,,,,,,0.28,,,
espace aérien,0.20,,1,-,,,,,,,,0.20,,,,,,,,,,
espadon,-0.07,0.30,1,1,,,-,0.07,,,,,,,,,,,,0.30,,
espèce,-,0.65,1,1,,,,,,,,,,,,,,,,0.65,,
espérance,0.68,,5,-,0.94,0.59,,,,0.56,,,0.73,0.60,,,,,,,,
espérances,0.71,0.52,1,2,,,,,,,,,,,,,0.71,,0.35,0.70,,
espérer,0.67,0.76,2,1,,,,,,,,0.55,0.80,,,,,,,,,0.76
espièglerie,0.34,0.67,1,1,,,,,,,,,,,,0.34,,,0.67,,,
espion,-0.18,0.61,1,1,,,,,,,,0.18,,,,,,,0.61,,,
espionnage,-0.53,0.55,1,4,,,,,,,,0.53,,,,,,0.56,0.40,0.65,,
espoir,0.63,0.57,8,3,0.80,0.76,,,,0.71,0.51,0.73,0.70,,,,0.54,,0.46,0.72,,0.54
esprit,0.51,,6,-,0.64,0.68,,,0.65,,,0.37,0.53,,,0.22,,,,,,
esquimau,0.20,,1,-,0.20,,,,,,,,,,,,,,,,,
esquimau (glace),0.62,0.67,1,1,,,0.62,,,,,,,,,,,,,0.67,,
essayer,0.33,,1,-,,,,,,,,,0.33,,,,,,,,,
essence,-0.13,0.45,1,1,,0.13,,,,,,,,,,,,,,0.45,,
essentiel,0.30,,1,-,,,,,,,,,0.30,,,,,,,,,
essoufflement,-0.43,0.45,2,1,,,,,,,,,,0.52,,,0.34,,,0.45,,
esthétique,0.61,,2,-,0.65,,,,,,,,0.57,,,,,,,,,
estimation,0.20,0.52,1,1,,0.20,,,,,,,,,,,,,,0.52,,
estime,0.60,0.41,1,2,,,,,,,,,0.60,,,,,,0.28,0.55,,
estimer,0.41,,2,-,,,,,,,,0.26,0.57,,,,,,,,,
estival,0.85,0.45,1,2,0.85,,,,,,,,,,,,,0.37,,,,0.53
estomac,0.03,0.36,4,1,,,,,0.15,0.04,0.04,,,,,0.02,,,0.36,,,
estomacs,0.17,,1,-,,,,,,,,0.17,,,,,,,,,,
estomaqué,-0.2,,1,-,,,,,,,,,,,,,0.20,,,,,
établi,0.04,,1,-,,,0.04,,,,,,,,,,,,,,,
étalage,0.25,,1,-,,,0.25,,,,,,,,,,,,,,,
étalon,0.34,0.18,1,1,0.34,,,,,,,,,,,,,,0.18,,,
étalonne,0.48,,1,-,,,,,,,,0.48,,,,,,,,,,
étang,0.61,0.47,1,1,,,,,0.61,,,,,,,,,,0.47,,,
état,-0.01,0.60,2,1,0.15,,,,,,,0.18,,,,,,,,0.60,,
été,0.79,0.40,4,1,0.85,0.72,,,0.90,,,,0.70,,,,,,,0.40,,
éteindre,-0.2,,1,-,,,,,,,,,0.20,,,,,,,,,
étendard,0.22,0.48,1,1,,,,,0.22,,,,,,,,,,,0.48,,
étendre,0.17,0.23,1,1,,,,,,,,,0.17,,,,,,,0.23,,
étendu,0.20,0.35,1,1,,,,,,,,,0.20,,,,,,,0.35,,
éternel,0.51,0.36,2,2,0.45,,,,,,,,0.57,,,,,,0.31,0.42,,
éternité,0.48,0.56,4,1,0.42,,,,0.48,,,0.50,0.53,,,,,,0.56,,,
éthique,0.41,,2,-,0.52,,,,,,,0.30,,,,,,,,,,
ethnie,0.11,,1,-,0.11,,,,,,,,,,,,,,,,,
étincelle,0.15,0.23,1,1,0.15,,,,,,,,,,,,,,,0.23,,
étiquette,-0.09,0.20,3,1,,,0.07,,0.18,,,,0.53,,,,,,,0.20,,
étoffe,-0.1,0.36,1,1,,,,,,,,,0.10,,,,,,0.36,,,
étoile,0.63,0.43,5,1,0.63,0.52,0.84,,0.81,,,0.33,,,,,,,,0.43,,
étoile (astre),0.40,0.58,1,1,,,,,,,,,0.40,,,,,,,0.58,,
étoile (personne),0.10,,1,-,,,,,,,,,0.10,,,,,,,,,
étoile de mer,0.54,0.47,1,1,,,0.54,,,,,,,,,,,,,0.47,,
étonnement,0.31,0.52,3,1,,,,,,,,,0.13,0.40,,,0.41,,,0.52,,
étonner,0.20,0.43,1,1,,,,,,,,,0.20,,,,,,,0.43,,
étouffement,-0.77,,1,-,,,,,,,,,0.77,,,,,,,,,
étrange,0.12,0.36,1,1,0.12,,,,,,,,,,,,,,0.36,,,
étrangement,-0.1,0.48,1,1,,,,,,,,0.10,,,,,,,,0.48,,
étranger,0.10,0.68,3,1,0.10,,,,0.17,,,,0.03,,,,,,,0.68,,
être,0.43,0.73,1,1,,,,,,,,,0.43,,,,,,,0.73,,
être furibard,-0.6,0.62,1,1,,,,,,,,,0.60,,,,,,,0.62,,
être paniqué,-0.63,0.32,1,1,,,,,,,,,0.63,,,,,,,0.32,,
étrennes,0.63,,1,-,,,,,,,,,0.63,,,,,,,,,
étroit,-0.33,,3,-,0.56,0.22,,,,0.22,,,,,,,,,,,,
étude,0.36,,3,-,0.28,0.56,,,,0.25,,,,,,,,,,,,
études,0.32,,1,-,0.32,,,,,,,,,,,,,,,,,
étudiant,0.39,,2,-,0.37,,,,0.41,,,,,,,,,,,,,
étudier,0.27,,1,-,0.27,,,,,,,,,,,,,,,,,
étymologie,0.11,0.69,1,2,0.11,,,,,,,,,,,,,,0.69,0.68,,
euphorie,0.53,0.84,4,1,,,,,,,,0.47,0.40,0.76,,,0.49,,,,,0.84
euphorique,0.51,,1,-,,,,,,,,,,,,0.51,,,,,,
euthanasie,-0.09,,1,-,0.09,,,,,,,,,,,,,,,,,
évacuation,-0.39,,1,-,0.39,,,,,,,,,,,,,,,,,
évaluation,-0.37,,1,-,0.37,,,,,,,,,,,,,,,,,
évangéliste,0.05,0.61,1,1,,,,,0.05,,,,,,,,,,0.61,,,
évanouissement,-0.53,0.80,1,1,,,,,,,,0.53,,,,,,,,0.80,,
évasion,0.55,0.65,2,1,0.40,,,,,,,,0.70,,,,,,,,,0.65
événement,0.33,0.58,1,2,,,,,,,,,,,,0.33,,0.51,,0.65,,
évènement,0.24,,4,-,,0.29,,,,0.01,0.30,,0.37,,,,,,,,,
éventail,0.31,0.26,1,1,,,0.31,,,,,,,,,,,,0.26,,,
évêque,-0.27,0.33,1,1,,,,,,,,0.27,,,,,,,,0.33,,
évidence,-,,1,-,,,,,,,,,,,,,,,,,,
évier,0.05,0.35,2,2,,0.03,0.07,,,,,,,,,,,,0.28,0.42,,
éviter,-0.17,0.68,2,1,,,,,,,,0.21,0.13,,,,,,,0.68,,
évolution,0.38,0.42,2,1,0.52,,,,,,,,0.23,,,,,,,0.42,,
évoquer,0.20,,1,-,,,,,,,,,0.20,,,,,,,,,
exacerbé,-0.39,0.40,1,1,,,,,,,,,,,,,0.39,,,0.40,,
exact,0.30,,1,-,,,,,,,,,0.30,,,,,,,,,
exagération,-0.47,0.73,1,1,0.47,,,,,,,,,,,,,,,0.73,,
exaltation,0.52,0.77,3,1,,,,,,,,,0.33,0.57,,,0.65,,,0.77,,
examen,-0.42,,3,-,0.54,,,,0.16,,,,0.57,,,,,,,,,
examens,-0.44,0.70,1,1,0.44,,,,,,,,,,,,,,,0.70,,
examiner,-0.2,,1,-,,,,,,,,,0.20,,,,,,,,,
exaspération,-0.64,0.53,2,1,,,,,,,,,,0.74,,,0.55,,,0.53,,
exaspérer,-0.53,0.36,1,1,,,,,,,,,0.53,,,,,,0.36,,,
excavateur,0.12,0.58,1,2,,,0.04,,,,,0.12,,,,,,0.57,,,,0.60
excellence,0.59,0.52,2,1,,,,,,,0.85,,,,,0.34,,,,0.52,,
excentrique,-0.2,0.49,1,1,,,,,,,,,0.20,,,,,,0.49,,,
exception,0.07,,1,-,,,,,,,,0.07,,,,,,,,,,
exceptionnel,0.80,,1,-,0.80,,,,,,,,,,,,,,,,,
excès,-0.25,0.58,1,1,0.25,,,,,,,,,,,,,,,0.58,,
excessif,-0.37,0.82,1,1,,,,,,,,,0.37,,,,,,,0.82,,
excitation,0.47,0.85,3,2,,,,,,,,,0.03,0.69,,,0.69,,,0.82,,0.88
excité,0.24,0.85,2,1,,,,,,,,,0.03,,,0.44,,,,0.85,,
exciter,0.07,0.65,1,1,,,,,,,,,0.07,,,,,,,0.65,,
exclamation,0.20,0.63,1,1,,,,,,,,,0.20,,,,,,,0.63,,
exclamer (s'),0.17,0.37,1,1,,,,,,,,,0.17,,,,,,,0.37,,
exclusif,-0.07,0.42,1,1,,,,,,,,,0.07,,,,,,0.42,,,
excursion,0.50,0.44,1,1,,,,,,,,0.50,,,,,,0.44,,,,
excuse,-0.05,0.48,2,1,,0.14,,,,,0.24,,,,,,,,,0.48,,
exécrer,-0.53,0.67,2,2,,,,,,,,,0.47,,,,0.59,0.59,,,,0.74
exécution,-0.55,0.26,2,2,,,,,,,0.66,,,,,0.45,,,0.24,0.28,,
exemple,0.05,0.70,2,1,,,,,,,,0.10,,,,,,,,,,0.70
exercice,0.27,0.49,1,1,,,,,,,,,,,,0.27,,,0.49,,,
exigence,-0.28,0.43,1,1,,,,,,,,0.28,,,,,,,0.43,,,
exiger,-0.29,0.45,1,1,,,,,,,,0.29,,,,,,,,0.45,,
exil,-0.6,0.38,1,1,,,,,,,,,0.60,,,,,,0.38,,,
existence,0.50,0.70,1,1,,,,,,,,0.50,,,,,,,,0.70,,
exister,0.57,,1,-,,,,,,,,,0.57,,,,,,,,,
exorciser,-0.17,0.50,1,1,0.17,,,,,,,,,,,,,,,0.50,,
exotisme,0.57,0.63,1,1,,,,,,,,,0.57,,,,,,,0.63,,
expansif,0.20,0.64,1,2,,,,,,,,,0.20,,,,,,0.61,0.68,,
expérience,0.59,0.78,3,1,0.79,,,,,,,0.58,0.40,,,,,,,0.78,,
expérimenter,0.33,0.48,1,1,,,,,,,,,0.33,,,,,,,0.48,,
expirer,-0.27,0.67,1,1,,,,,,,,,0.27,,,,,,,0.67,,
expliquer,0.27,,1,-,,,,,,,,,0.27,,,,,,,,,
exploit,0.53,0.70,1,1,0.53,,,,,,,,,,,,,,,0.70,,
exploiter,-0.2,0.77,1,1,,,,,,,,,0.20,,,,,,,0.77,,
exploser,-0.43,,1,-,,,,,,,,,0.43,,,,,,,,,
explosion,-0.52,0.47,1,1,0.52,,,,,,,,,,,,,,,0.47,,
exposition,0.40,0.62,3,1,0.46,,,,0.47,,,,0.27,,,,,,,0.62,,
expression,0.56,0.75,2,1,0.61,,,,,,,,0.50,,,,,,,0.75,,
exprimer,0.60,0.68,1,1,,,,,,,,,0.60,,,,,,,0.68,,
exprimer (s'),0.60,0.64,1,1,,,,,,,,,0.60,,,,,,,,,0.64
exquis,0.65,0.81,1,3,,,,,,,,,,,,0.65,,0.80,0.88,,,0.74
extase,0.56,0.57,5,2,0.58,,,,,,0.75,0.67,,,,0.06,0.77,,,0.52,,0.62
extérieur,0.30,,2,-,,,,,,,,,0.17,,,0.42,,,,,,
extincteur,0.04,,1,-,,,,,,,,,,,,,,,,,,
extrait,0.02,0.58,1,2,0.02,,,,,,,,,,,,,,,0.48,,0.68
extraordinaire,0.60,0.65,2,1,,,,,,,,,0.57,,,0.64,,,,,,0.65
extraterrestre,-0.02,,2,-,0.08,,,,,,,,,,,0.03,,,,,,
extraverti,0.25,0.38,1,1,0.25,,,,,,,,,,,,,,,0.38,,
extrême,-0.2,0.30,1,1,,,,,,,,,0.20,,,,,,,0.30,,
extrémité,-0.03,,1,-,,,,,,,,,0.03,,,,,,,,,
exultation,0.52,0.55,2,1,,,,,,,,,,0.74,,,0.29,,,0.55,,
exulter,0.20,,1,-,,,,,,,,,0.20,,,,,,,,,
fabrique,0.01,0.31,1,1,,,,,0.01,,,,,,,,,,0.31,,,
façade,0.06,0.43,2,1,,,,,0.19,,,0.07,,,,,,,,0.43,,
facétieux,-0.4,0.68,1,2,,,,,,,,,0.40,,,,,0.77,,0.58,,
fâché,-0.52,0.60,4,1,,,,,,0.43,0.54,,0.67,,,,0.44,,,0.60,,
fâcher,-0.57,0.77,1,1,,,,,,,,,0.57,,,,,,,0.77,,
fâcher (se),-0.37,0.41,1,3,,,,,,,,,0.37,,,,,0.44,,0.28,,0.50
facile,0.42,0.27,3,1,,,,,,,0.53,,0.20,,,0.54,,,0.27,,,
facilité,0.41,0.38,3,1,,0.44,,,,0.52,,0.27,,,,,,,,0.38,,
faciliter,0.37,0.45,1,1,,,,,,,,,0.37,,,,,0.45,,,,
façon,0.16,,1,-,,,,,,,0.16,,,,,,,,,,,
facteur,0.32,0.51,2,1,0.11,,,,0.54,,,,,,,,,,0.51,,,
facture,-0.42,,2,-,,,,,0.30,,,0.53,,,,,,,,,,
faculté,0.07,0.35,2,2,,0.43,,,,0.30,,,,,,,,,0.25,,,0.44
fade,-0.22,0.22,3,1,0.65,,,,,,,0.44,,,,0.45,,,,0.22,,
faible,-0.57,0.40,1,1,,,,,,,,,0.57,,,,,,0.40,,,
faiblement,-0.53,0.57,1,1,,,,,,,,0.53,,,,,,,0.57,,,
faillite,-0.6,0.58,1,2,,,,,,,,0.60,,,,,,,0.66,0.50,,
faim,-0.27,,5,-,0.01,0.18,,,,0.31,,0.20,0.67,,,,,,,,,
fainéant,-0.37,0.38,1,1,,0.37,,,,,,,,,,,,,0.38,,,
faire,0.25,0.82,1,1,,,,,,,,0.25,,,,,,,,0.82,,
faire des conquêtes,0.47,0.55,1,1,,,,,,,,,0.47,,,,,,,,,0.55
faire des économies,0.42,0.26,1,1,,,,,,,,,,,,0.42,,,0.26,,,
faisan,0.33,0.45,1,1,,,,,,,,0.33,,,,,,,,0.45,,
fait,0.07,0.62,2,1,,0.11,,,,,,,0.03,0.45,0.37,,,,,,0.73,0.62
fait honte,-0.44,0.35,1,1,,,,,,,,,,,,0.44,,,,0.35,,
faite,-,,1,-,,,,,,,,,,,,,,,,,,
fakir,0.28,0.66,1,1,,,0.28,,,,,,,,,,,0.66,,,,
falaise,-0.08,0.65,1,1,,,,,,,0.08,,,,,,,,,,,0.65
famélique,-0.53,0.46,1,2,,,,,,,,,,,,0.53,,,,0.35,,0.56
fameux,0.28,0.40,2,1,,,,,,,,,0.40,,,0.15,,,,0.40,,
familiarité,0.17,0.42,1,1,,,,,,,,,0.17,,,,,,,0.42,,
familier,0.43,0.57,1,5,,,,,,,,,0.43,,,,,0.48,0.32,0.75,,0.59
famille,0.67,0.70,10,1,0.75,0.80,0.81,,0.73,0.56,0.66,0.60,0.63,,,0.82,,,,0.70,,
fanatique,-0.57,,1,-,,,,,,,,,0.57,,,,,,,,,
fancy·fair,0.38,,1,-,,,,,0.38,,,,,,,,,,,,,
fanfare,-0.06,0.60,1,1,0.06,,,,,,,,,,,,,,,0.60,,
fanfaron,-0.03,0.57,1,1,,,,,,,,,0.03,,,,,,,0.57,,
fantaisie,0.60,0.73,1,1,,,,,,,,,0.60,,,,,,,0.73,,
fantasme,0.47,0.65,3,1,0.56,0.52,,,,,,,0.33,,,,,,,0.65,,
fantastique,0.47,0.60,1,1,,,,,,,,,0.47,,,,,,,0.60,,
fantastiques,0.60,0.35,1,1,,,,,,,,,0.60,,,,,,,0.35,,
fantôme,-0.36,,4,-,0.64,0.16,,,0.39,,,,0.27,,,,,,,,,
faon,0.67,0.65,1,1,,,0.67,,,,,,,,,,,,,0.65,,
farce,0.33,0.68,1,1,,,,,,,,,0.33,,,,,,,0.68,,
farceur,0.30,,1,-,,,,,,,,,0.30,,,,,,,,,
fardeau,-0.61,0.50,1,1,,,,,,0.61,,,,,,,,,,0.50,,
farouche,-0.33,0.58,1,1,,,,,,,,,0.33,,,,,,,0.58,,
fascinant,0.53,,1,-,,,,,,,,,0.53,,,,,,,,,
fasciné,0.71,0.66,1,3,,,,,,,,,,,,,0.71,0.60,,0.62,,0.76
fasciner,0.58,0.75,3,1,,,,,,,0.59,,0.50,,,0.65,,,0.75,,,
fascisme,-0.91,0.28,1,1,,,,,,,,0.91,,,,,,,,0.28,,
fatalisme,-0.53,0.28,1,1,,,,,,,,,0.53,,,,,,,0.28,,
fatigant,-0.6,0.20,1,1,,,,,,,,,0.60,,,,,,,0.20,,
fatigue,-0.58,0.22,5,2,0.59,0.52,,,0.40,0.69,,,0.70,,,,,,,0.15,,0.29
fatigué,-0.53,0.30,3,1,,,,,,,,,0.73,,,0.45,0.42,,,0.30,,
fatuité,-0.5,0.59,1,1,,,,,,,,,0.50,,,,,,,,,0.59
faubourg,-0.44,0.38,1,1,,,,,,,,,,,,0.44,,,0.38,,,
faucille,-0.18,0.50,1,2,,,,,,,,0.18,,,,,,0.42,,,,0.57
faucon,0.20,0.48,2,1,,,,,,,0.22,,,,,0.18,,,,0.48,,
faufiler (se),-0.07,,1,-,,,,,,,,,0.07,,,,,,,,,
