unigram,unigram_freq,phon
ненавиджу,6957,n ɛ n a β ɪ dʒ u
кінця,6954,k iː n t s j a
повернути,6950,p o β ɛ r n u t̪ ɪ
школі,6940,ʃ k o ʎ iː
показати,6937,p o k a z a t̪ ɪ
крім,6936,k r iː m
чувак,6928,tʃ u β a k
пощастило,6909,p o ʃ tʃ a s t̪ ɪ l o
впевнена,6908,f p ɛ β n ɛ n a
раптом,6901,r a p t̪ o m
бога,6895,b o h a
синку,6895,s ɪ n k u
вийти,6890,β ɪ j t̪ ɪ
хорошо,6868,x o r o ʃ o
певно,6860,p ɛ β n o
побачив,6857,p o b a tʃ ɪ β
йдемо,6849,j d ɛ m o
спосіб,6849,s p o s iː b
історії,6841,iː s t̪ o r iː j iː
ані,6838,a ɲ iː
думати,6837,d u m a t̪ ɪ
дивися,6813,d ɪ β ɪ s j a
когда,6812,k o h d a
якась,6794,j a k a s
набагато,6794,n a b a h a t̪ o
кожного,6787,k o ʒ n o h o
твоїх,6787,d̪ β o j iː x
зрозуміла,6773,z r o z u m iː l a
людям,6772,ʎ u d j a m
брата,6764,b r a t̪ a
брате,6729,b r a t̪ ɛ
есть,6721,ɛ s t
лікарні,6719,ʎ iː k a r ɲ iː
the,6717,(en) ð ə (uk)
винен,6713,β ɪ n ɛ n
любиш,6705,ʎ u b ɪ ʃ
таку,6702,t̪ a k u
наше,6698,n a ʃ ɛ
заспокойся,6664,z a s p o k o j s j a
особливо,6656,o s o b l ɪ β o
намагаюся,6637,n a m a h a j u s j a
вигляд,6618,β ɪ h ʎ a d
якісь,6618,j a k iː s
отримати,6615,o t̪ r ɪ m a t̪ ɪ
ходи,6583,x o d ɪ
минулого,6572,m ɪ n u l o h o
будете,6569,b u d ɛ t̪ ɛ
взяв,6565,β z j a β
відповідь,6556,β iː t p o β iː d
думку,6552,d u m k u
місті,6549,m iː s t̪ iː
нашої,6537,n a ʃ o j iː
вісім,6532,β iː s iː m
чую,6510,tʃ u j u
серед,6507,s ɛ r ɛ d
мило,6482,m ɪ l o
місяців,6477,m iː s j a t s iː β
відомо,6477,β iː d o m o
щастя,6475,ʃ tʃ a s t̪ j a
король,6471,k o r o ʎ
працюю,6469,p r a t s j u j u
сім'я,6450,s iː m j a
чекати,6441,tʃ ɛ k a t̪ ɪ
цілий,6406,t s iː l ɪ j
зазвичай,6392,z a z β ɪ tʃ a j
принаймні,6390,p r ɪ n a j m ɲ iː
кто,6382,k t̪ o
говориш,6377,h o β o r ɪ ʃ
здесь,6376,z d ɛ s
сім'ї,6374,s iː m j iː
спасибі,6360,s p a s ɪ b iː
пан,6360,p a n
команда,6360,k o m a n d a
вийшло,6356,β ɪ j ʃ l o
завдяки,6351,z a β d j a k ɪ
отак,6346,o t̪ a k
вибір,6345,β ɪ b iː r
поїхати,6342,p o j iː x a t̪ ɪ
дому,6339,d o m u
поговоримо,6332,p o h o β o r ɪ m o
моєю,6325,m o j ɛ j u
розповісти,6319,r o s p o β iː s t̪ ɪ
вулиці,6318,β u l ɪ t s iː
своєї,6314,z β o j ɛ j iː
наскільки,6306,n a s k iː ʎ k ɪ
тримайся,6299,t̪ r ɪ m a j s j a
ідіть,6298,iː d iː t
менше,6294,m ɛ n ʃ ɛ
вбили,6292,β b ɪ l ɪ
землю,6288,z ɛ m ʎ u
звучить,6281,z β u tʃ ɪ t
наприклад,6267,n a p r ɪ k l a d
нi,6263,ɛ n (en) aɪ (uk)
покажи,6250,p o k a ʒ ɪ
вечора,6237,β ɛ tʃ o r a
стало,6227,s t̪ a l o
майбутнє,6216,m a j b u t̪ ɲ ɛ
волосся,6207,β o l o s s j a
дізнатися,6206,d iː z n a t̪ ɪ s j a
вважаю,6201,β β a ʒ a j u
любов,6191,ʎ u b o β
панове,6188,p a n o β ɛ
почав,6187,p o tʃ a β
чули,6170,tʃ u l ɪ
хлопчик,6168,x l o p tʃ ɪ k
мертвий,6161,m ɛ r d̪ β ɪ j
твоїм,6148,d̪ β o j iː m
жінок,6140,ʒ iː n o k
такою,6130,t̪ a k o j u
дивитися,6128,d ɪ β ɪ t̪ ɪ s j a
жодного,6122,ʒ o d n o h o
tи,6111,(en) t iː (uk) ɪ
врятувати,6110,β r j a t̪ u β a t̪ ɪ
голос,6104,h o l o s
матері,6097,m a t̪ ɛ r iː
піде,6092,p iː d ɛ
візьму,6081,β iː z m u
значення,6079,z n a tʃ ɛ n ɲ a
замовкни,6072,z a m o f k n ɪ
історію,6064,iː s t̪ o r iː j u
пару,6054,p a r u
фільм,6050,f iː ʎ m
почуття,6045,p o tʃ u t̪ t̪ j a
типу,6042,t̪ ɪ p u
момент,6036,m o m ɛ n t̪
існує,6034,iː s n u j ɛ
ньому,6019,ɲ o m u
страшно,6019,s t̪ r a ʃ n o
одним,6012,o d n ɪ m
сили,6010,s ɪ l ɪ
боку,5997,b o k u
дозвольте,5994,d o z β o ʎ t̪ ɛ
годину,5978,h o d ɪ n u
лікар,5975,ʎ iː k a r
стривай,5974,s t̪ r ɪ β a j
другий,5969,d r u h ɪ j
спробуй,5965,s p r o b u j
р,5964,ɛ r
виглядає,5961,β ɪ h ʎ a d a j ɛ
зміг,5954,z m iː h
чути,5954,tʃ u t̪ ɪ
знайдемо,5943,z n a j d ɛ m o
померла,5937,p o m ɛ r l a
щодня,5924,ʃ tʃ o d ɲ a
только,5924,t̪ o ʎ k o
в'язниці,5920,β j a z n ɪ t s iː
частина,5916,tʃ a s t̪ ɪ n a
якої,5912,j a k o j iː
знайду,5902,z n a j d u
ввечері,5900,β β ɛ tʃ ɛ r iː
был,5886,b (en) j ɛ ɹ u (uk)ɛ ʎ
кімнаті,5860,k iː m n a t̪ iː
ваших,5859,β a ʃ ɪ x
гра,5859,h r a
випадок,5853,β ɪ p a d o k
перша,5846,p ɛ r ʃ a
тижня,5839,t̪ ɪ ʒ ɲ a
чогось,5838,tʃ o h o s
завгодно,5833,z a f h o d n o
нікуди,5831,ɲ iː k u d ɪ
весілля,5821,β ɛ s iː l ʎ a
дороги,5806,d o r o h ɪ
станеться,5800,s t̪ a n ɛ t s j a
капітане,5784,k a p iː t̪ a n ɛ
підеш,5783,p iː d ɛ ʃ
маму,5783,m a m u
початку,5771,p o tʃ a t̪ k u
тижні,5758,t̪ ɪ ʒ ɲ iː
тата,5756,t̪ a t̪ a
зможемо,5741,z m o ʒ ɛ m o
зупинити,5739,z u p ɪ n ɪ t̪ ɪ
you,5720,(en) j uː (uk)
крові,5717,k r o β iː
чуваче,5717,tʃ u β a tʃ ɛ
спробувати,5704,s p r o b u β a t̪ ɪ
навколо,5698,n a f k o l o
голова,5675,h o l o β a
відпусти,5669,β iː t p u s t̪ ɪ
брати,5661,b r a t̪ ɪ
подарунок,5655,p o d a r u n o k
еге,5649,ɛ h ɛ
мільйонів,5640,m iː ʎ j o ɲ iː β
было,5616,b (en) j ɛ ɹ u (uk)ɛ ʎo
людини,5614,ʎ u d ɪ n ɪ
втратив,5611,f t̪ r a t̪ ɪ β
своєю,5604,z β o j ɛ j u
їхні,5601,j iː x ɲ iː
прекрасно,5585,p r ɛ k r a s n o
хороша,5579,x o r o ʃ a
подивитися,5567,p o d ɪ β ɪ t̪ ɪ s j a
купити,5567,k u p ɪ t̪ ɪ
просимо,5563,p r o s ɪ m o
робимо,5546,r o b ɪ m o
гаррі,5527,h a r r iː
маленький,5526,m a l ɛ ɲ k ɪ j
нові,5525,n o β iː
змінити,5524,z m iː n ɪ t̪ ɪ
зачекайте,5521,z a tʃ ɛ k a j t̪ ɛ
дівчину,5520,d iː f tʃ ɪ n u
приїхав,5518,p r ɪ j iː x a β
пора,5518,p o r a
самого,5512,s a m o h o
казали,5512,k a z a l ɪ
жахливо,5508,ʒ a x l ɪ β o
матір,5507,m a t̪ iː r
останні,5491,o s t̪ a n ɲ iː
стала,5491,s t̪ a l a
джек,5485,dʒ ɛ k
почали,5484,p o tʃ a l ɪ
померти,5480,p o m ɛ r t̪ ɪ
может,5477,m o ʒ ɛ t̪
місяці,5467,m iː s j a t s iː
y,5466,(en) w aɪ (uk)
назавжди,5461,n a z a β ʒ d ɪ
ніяких,5460,ɲ iː j a k ɪ x
цілком,5453,t s iː l k o m
рано,5449,r a n o
нова,5443,n o β a
завдання,5430,z a β d a n ɲ a
працював,5418,p r a t s j u β a β
секунду,5413,s ɛ k u n d u
мами,5412,m a m ɪ
мить,5398,m ɪ t
говорили,5393,h o β o r ɪ l ɪ
відчуття,5388,β iː t tʃ u t̪ t̪ j a
стоп,5388,s t̪ o p
вся,5373,f s j a
якою,5372,j a k o j u
сан,5372,s a n
одяг,5369,o d j a h
всередині,5362,f s ɛ r ɪ d ɪ ɲ iː
вихід,5359,β ɪ x iː d
тeбe,5354,t ɛ (en) iː (uk) b (en) iː (uk)
вдалося,5350,β d a l o s j a
літак,5347,ʎ iː t̪ a k
випити,5335,β ɪ p ɪ t̪ ɪ
людьми,5330,ʎ u d m ɪ
розкажи,5328,r o s k a ʒ ɪ
правий,5316,p r a β ɪ j
проте,5315,p r o t̪ ɛ
їдемо,5311,j iː d ɛ m o
пістолет,5300,p iː s t̪ o l ɛ t̪
покажу,5291,p o k a ʒ u
звідти,5291,z β iː t t̪ ɪ
зможе,5289,z m o ʒ ɛ
право,5286,p r a β o
послухайте,5282,p o s l u x a j t̪ ɛ
стає,5276,s t̪ a j ɛ
видно,5273,β ɪ d n o
ласкаво,5270,l a s k a β o
безпеці,5267,b ɛ s p ɛ t s iː
клас,5246,k l a s
подивися,5245,p o d ɪ β ɪ s j a
іще,5242,iː ʃ tʃ ɛ
чекайте,5239,tʃ ɛ k a j t̪ ɛ
оскільки,5230,o s k iː ʎ k ɪ
обов'язково,5230,o b o β j a s k o β o
taк,5228,(en) t ɑː (uk) k a
шукати,5221,ʃ u k a t̪ ɪ
довелося,5220,d o β ɛ l o s j a
відео,5209,β iː d ɛ o
дозволь,5199,d o z β o ʎ
віддай,5193,β iː d d a j
легше,5193,l ɛ h ʃ ɛ
ніяк,5191,ɲ iː j a k
зробиш,5186,z r o b ɪ ʃ
гру,5184,h r u
зв'язок,5183,z ɛ β ɛ j a z o k
схожий,5177,s x o ʒ ɪ j
замість,5166,z a m iː s t
допомогу,5152,d o p o m o h u
увесь,5146,u β ɛ s
хлопців,5146,x l o p t s iː β
власне,5145,β l a s n ɛ
душі,5141,d u ʃ iː
нормі,5134,n o r m iː
кажучи,5127,k a ʒ u tʃ ɪ
нове,5125,n o β ɛ
батьків,5121,b a t k iː β
повір,5121,p o β iː r
почему,5115,p o tʃ ɛ m u
прийти,5110,p r ɪ j t̪ ɪ
вот,5107,β o t̪
залишити,5105,z a l ɪ ʃ ɪ t̪ ɪ
думає,5101,d u m a j ɛ
вночі,5097,β n o tʃ iː
стосунки,5093,s t̪ o s u n k ɪ
своїми,5092,z β o j iː m ɪ
рахунок,5088,r a x u n o k
допоможу,5087,d o p o m o ʒ u
трьох,5079,t̪ rʲ o x
всьому,5076,f sʲ o m u
дівчинка,5071,d iː f tʃ ɪ n k a
роботі,5070,r o b o t̪ iː
докторе,5070,d o k t̪ o r ɛ
корабель,5069,k o r a b ɛ ʎ
окрім,5063,o k r iː m
джоне,5058,dʒ o n ɛ
благаю,5056,b l a h a j u
трапилося,5054,t̪ r a p ɪ l o s j a
сша,5047,s ʃ a
нового,5045,n o β o h o
подумала,5039,p o d u m a l a
секс,5038,s ɛ k s
єдина,5035,j ɛ d ɪ n a
своїй,5031,z β o j iː j
почати,5027,p o tʃ a t̪ ɪ
быть,5020,b (en) j ɛ ɹ u (uk)t ɛm j a k ɪ jz n a k
забагато,5018,z a b a h a t̪ o
повністю,5017,p o β ɲ iː s t̪ j u
сподобається,5007,s p o d o b a j ɛ t s j a
сон,5000,s o n
облиш,4996,o b l ɪ ʃ
йдеш,4994,j d ɛ ʃ
вашої,4990,β a ʃ o j iː
воду,4988,β o d u
людиною,4987,ʎ u d ɪ n o j u
голові,4978,h o l o β iː
бізнес,4978,b iː z n ɛ s
повернеться,4977,p o β ɛ r n ɛ t s j a
побачиш,4972,p o b a tʃ ɪ ʃ
об,4964,o b
мусиш,4961,m u s ɪ ʃ
глянь,4950,h ʎ a ɲ
жінку,4944,ʒ iː n k u
маленька,4936,m a l ɛ ɲ k a
дупу,4934,d u p u
обох,4931,o b o x
великі,4927,β ɛ l ɪ k iː
головне,4926,h o l o β n ɛ
правила,4925,p r a β ɪ l a
тієї,4920,t̪ iː j ɛ j iː
чоловіком,4913,tʃ o l o β iː k o m
настільки,4910,n a s t̪ iː ʎ k ɪ
пояснити,4908,p o j a s n ɪ t̪ ɪ
вода,4898,β o d a
руках,4895,r u k a x
вбивство,4893,β b ɪ β z d̪ β o
мем,4892,m ɛ m
мила,4891,m ɪ l a
мамою,4886,m a m o j u
бажання,4861,b a ʒ a n ɲ a
вставай,4861,f s t̪ a β a j
думки,4855,d u m k ɪ
капітан,4853,k a p iː t̪ a n
спитати,4853,s p ɪ t̪ a t̪ ɪ
двадцять,4849,d β a t t s j a t
абсолютно,4848,a p s o ʎ u t̪ n o
милий,4838,m ɪ l ɪ j
наступний,4834,n a s t̪ u p n ɪ j
забирайся,4825,z a b ɪ r a j s j a
сто,4824,s t̪ o
хвилину,4824,ɣ β ɪ l ɪ n u
сонце,4808,s o n t s ɛ
батьком,4790,b a t k o m
почути,4787,p o tʃ u t̪ ɪ
силу,4786,s ɪ l u
секунд,4784,s ɛ k u n d
со,4779,s o
компанії,4777,k o m p a ɲ iː j iː
могу,4771,m o h u
іти,4762,iː t̪ ɪ
тримати,4748,t̪ r ɪ m a t̪ ɪ
робили,4737,r o b ɪ l ɪ
життям,4735,ʒ ɪ t̪ t̪ j a m
машині,4726,m a ʃ ɪ ɲ iː
такому,4721,t̪ a k o m u
біллі,4720,b iː l ʎ iː
війни,4716,β iː j n ɪ
іншому,4712,iː n ʃ o m u
ха,4702,x a
хвилини,4701,ɣ β ɪ l ɪ n ɪ
мадам,4697,m a d a m
джеку,4684,dʒ ɛ k u
зустрітися,4681,z u s t̪ r iː t̪ ɪ s j a
нужно,4678,n u ʒ n o
твоїй,4663,d̪ β o j iː j
подивіться,4661,p o d ɪ β iː t s j a
часи,4649,tʃ a s ɪ
го,4640,h o
цією,4639,t s iː j ɛ j u
дружину,4638,d r u ʒ ɪ n u
знадобиться,4637,z n a d o b ɪ t s j a
очевидно,4636,o tʃ ɛ β ɪ d n o
богу,4623,b o h u
будет,4613,b u d ɛ t̪
гарні,4610,h a r ɲ iː
разі,4601,r a z iː
їду,4599,j iː d u
вийшов,4593,β ɪ j ʃ o β
востаннє,4593,β o s t̪ a n ɲ ɛ
заходь,4592,z a x o d
приїхали,4589,p r ɪ j iː x a l ɪ
друзями,4584,d r u z j a m ɪ
нашому,4583,n a ʃ o m u
to,4581,(en) t uː (uk)
ближче,4576,b l ɪ ʃ tʃ ɛ
погляньте,4567,p o h ʎ a ɲ t̪ ɛ
біль,4564,b iː ʎ
біжи,4563,b iː ʒ ɪ
їжу,4562,j iː ʒ u
авто,4562,a f t̪ o
бери,4559,b ɛ r ɪ
ключ,4557,k ʎ u tʃ
захистити,4556,z a x ɪ s t̪ ɪ t̪ ɪ
жарт,4541,ʒ a r t̪
подумати,4541,p o d u m a t̪ ɪ
усього,4540,u sʲ o h o
виглядаєш,4538,β ɪ h ʎ a d a j ɛ ʃ
лос,4535,l o s
іде,4527,iː d ɛ
вірно,4526,β iː r n o
бувайте,4523,b u β a j t̪ ɛ
зробить,4520,z r o b ɪ t
увага,4516,u β a h a
дев'ять,4514,d ɛ β j a t
вб'ю,4513,β ɛ b ɛ j u
hi,4508,(en) h aɪ (uk)
сем,4501,s ɛ m
дали,4496,d a l ɪ
дівчат,4478,d iː f tʃ a t̪
запитання,4478,z a p ɪ t̪ a n ɲ a
вечерю,4473,β ɛ tʃ ɛ r j u
их,4472,ɪ x
поряд,4471,p o r j a d
дорогу,4462,d o r o h u
справжня,4456,s p r a β ʒ ɲ a
прийом,4454,p r ɪ j o m
тіла,4451,t̪ iː l a
чоловіки,4445,tʃ o l o β iː k ɪ
залишитися,4445,z a l ɪ ʃ ɪ t̪ ɪ s j a
ладно,4445,l a d n o
поліцію,4444,p o ʎ iː t s iː j u
забула,4442,z a b u l a
сила,4428,s ɪ l a
короля,4421,k o r o ʎ a
згоден,4413,s h o d ɛ n
шукаю,4412,ʃ u k a j u
вашому,4410,β a ʃ o m u
йдіть,4407,j d iː t
залишив,4406,z a l ɪ ʃ ɪ β
битися,4404,b ɪ t̪ ɪ s j a
тaк,4403,t ɛ (en) eɪ (uk) k a
ній,4390,ɲ iː j
можливість,4389,m o ʒ l ɪ β iː s t
слава,4387,s l a β a
бік,4386,b iː k
робила,4381,r o b ɪ l a
більшість,4379,b iː ʎ ʃ iː s t
небезпечно,4373,n ɛ b ɛ s p ɛ tʃ n o
інша,4370,iː n ʃ a
почекай,4368,p o tʃ ɛ k a j
музика,4367,m u z ɪ k a
где,4366,h d ɛ
їдь,4350,j iː d ɛ m j a k ɪ jz n a k
відколи,4344,β iː t k o l ɪ
хочеться,4339,x o tʃ ɛ t s j a
крок,4338,k r o k
he,4338,(en) h iː (uk)
якій,4336,j a k iː j
менi,4325,m ɛ n (en) aɪ (uk)
взяли,4320,β z j a l ɪ
днем,4318,d n ɛ m
прокляття,4317,p r o k ʎ a t̪ t̪ j a
пити,4312,p ɪ t̪ ɪ
зник,4309,z n ɪ k
чоловіків,4309,tʃ o l o β iː k iː β
уваги,4303,u β a h ɪ
складно,4300,s k l a d n o
поїхав,4297,p o j iː x a β
живу,4297,ʒ ɪ β u
поїду,4296,p o j iː d u
ах,4295,a x
вниз,4291,β n ɪ z
навряд,4291,n a β r j a d
зрештою,4288,z r ɛ ʃ t̪ o j u
вистачить,4265,β ɪ s t̪ a tʃ ɪ t
вважає,4260,β β a ʒ a j ɛ
говорила,4255,h o β o r ɪ l a
комусь,4254,k o m u s
супер,4249,s u p ɛ r
сидіти,4247,s ɪ d iː t̪ ɪ
війна,4246,β iː j n a
дo,4245,d ɛ (en) əʊ (uk)
ану,4241,a n u
перевірити,4240,p ɛ r ɪ β iː r ɪ t̪ ɪ
президент,4239,p r ɛ z ɪ d ɛ n t̪
плани,4237,p l a n ɪ
почнемо,4234,p o tʃ n ɛ m o
сину,4229,s ɪ n u
сідайте,4228,s iː d a j t̪ ɛ
говори,4219,h o β o r ɪ
крізь,4215,k r iː z
голови,4214,h o l o β ɪ
говорю,4213,h o β o r j u
нову,4211,n o β u
дорозі,4208,d o r o z iː
найкраще,4203,n a j k r a ʃ tʃ ɛ
збираюся,4199,z b ɪ r a j u s j a
першим,4198,p ɛ r ʃ ɪ m
донька,4195,d o ɲ k a
зв'язку,4194,z ɛ β ɛ j a s k u
сейчас,4187,s ɛ j tʃ a s
вирішили,4184,β ɪ r iː ʃ ɪ l ɪ
вечірку,4182,β ɛ tʃ iː r k u
ее,4180,ɛ ɛ
генрі,4178,h ɛ n r iː
стали,4174,s t̪ a l ɪ
еще,4173,ɛ ʃ tʃ ɛ
безпеки,4171,b ɛ s p ɛ k ɪ
тоні,4170,t̪ o ɲ iː
дає,4164,d a j ɛ
обидва,4162,o b ɪ d β a
потому,4161,p o t̪ o m u
удар,4160,u d a r
розповів,4159,r o s p o β iː β
лі,4158,ʎ iː
купив,4153,k u p ɪ β
відразу,4151,β iː d r a z u
спокій,4147,s p o k iː j
першого,4147,p ɛ r ʃ o h o
головний,4146,h o l o β n ɪ j
джиммі,4142,dʒ ɪ m m iː
зброя,4139,z b r o j a
думали,4138,d u m a l ɪ
втекти,4136,f t̪ ɛ k t̪ ɪ
вірити,4135,β iː r ɪ t̪ ɪ
вважаєш,4131,β β a ʒ a j ɛ ʃ
провести,4127,p r o β ɛ s t̪ ɪ
причина,4120,p r ɪ tʃ ɪ n a
тижнів,4119,t̪ ɪ ʒ ɲ iː β
заходьте,4118,z a x o d t̪ ɛ
ніщо,4114,ɲ iː ʃ tʃ o
різдво,4105,r iː z d β o
чином,4104,tʃ ɪ n o m
різниця,4104,r iː z n ɪ t s j a
чем,4104,tʃ ɛ m
написав,4102,n a p ɪ s a β
познайомитися,4100,p o z n a j o m ɪ t̪ ɪ s j a
родина,4100,r o d ɪ n a
том,4090,t̪ o m
подруга,4087,p o d r u h a
люблять,4086,ʎ u b ʎ a t
просив,4075,p r o s ɪ β
сучий,4075,s u tʃ ɪ j
чекаю,4074,tʃ ɛ k a j u
кімнату,4070,k iː m n a t̪ u
серця,4066,s ɛ r t s j a
будьте,4059,b u d t̪ ɛ
сім'ю,4058,s iː m j u
докази,4050,d o k a z ɪ
подивимося,4049,p o d ɪ β ɪ m o s j a
дядько,4045,d j a d k o
неправильно,4039,n ɛ p r a β ɪ ʎ n o
дала,4038,d a l a
подумай,4037,p o d u m a j
подивись,4031,p o d ɪ β ɪ s
тисячі,4030,t̪ ɪ s j a tʃ iː
увагу,4028,u β a h u
твоєю,4027,d̪ β o j ɛ j u
слухаю,4027,s l u x a j u
жартуєш,4020,ʒ a r t̪ u j ɛ ʃ
спасибо,4013,s p a s ɪ b o
кимось,4010,k ɪ m o s
дізнався,4009,d iː z n a f s j a
єдине,4008,j ɛ d ɪ n ɛ
вина,4000,β ɪ n a
їде,3999,j iː d ɛ
или,3999,ɪ l ɪ
вирішила,3993,β ɪ r iː ʃ ɪ l a
скажете,3993,s k a ʒ ɛ t̪ ɛ
команди,3993,k o m a n d ɪ
помилка,3992,p o m ɪ l k a
знов,3985,z n o β
щасливий,3983,ʃ tʃ a s l ɪ β ɪ j
джей,3983,dʒ ɛ j
другом,3975,d r u h o m
кіно,3974,k iː n o
яйця,3974,j a j t s j a
дочка,3968,d o tʃ k a
повітря,3964,p o β iː t̪ r j a
очень,3957,o tʃ ɛ ɲ
поганий,3956,p o h a n ɪ j
школу,3947,ʃ k o l u
шляху,3941,ʃ ʎ a x u
ледь,3936,l ɛ d
думка,3932,d u m k a
особисто,3928,o s o b ɪ s t̪ o
ключі,3916,k ʎ u tʃ iː
вечірка,3916,β ɛ tʃ iː r k a
нашим,3910,n a ʃ ɪ m
купа,3910,k u p a
сюрприз,3906,s j u r p r ɪ z
мері,3905,m ɛ r iː
пройти,3902,p r o j t̪ ɪ
потрібне,3900,p o t̪ r iː b n ɛ
поїдемо,3900,p o j iː d ɛ m o
добра,3897,d o b r a
розслабся,3896,r o s s l a p s j a
зa,3894,z (en) eɪ (uk)
лиш,3892,l ɪ ʃ
називається,3892,n a z ɪ β a j ɛ t s j a
неправда,3889,n ɛ p r a β d a
знайди,3888,z n a j d ɪ
цими,3882,t s ɪ m ɪ
мамі,3880,m a m iː
земля,3878,z ɛ m ʎ a
денні,3876,d ɛ n ɲ iː
значно,3874,z n a tʃ n o
вгору,3871,f h o r u
думай,3870,d u m a j
томмі,3867,t̪ o m m iː
родини,3859,r o d ɪ n ɪ
самий,3859,s a m ɪ j
нумо,3853,n u m o
написано,3845,n a p ɪ s a n o
стояти,3845,s t̪ o j a t̪ ɪ
віриш,3837,β iː r ɪ ʃ
побачимо,3836,p o b a tʃ ɪ m o
обід,3833,o b iː d
забути,3827,z a b u t̪ ɪ
приніс,3820,p r ɪ ɲ iː s
зайти,3819,z a j t̪ ɪ
ходити,3819,x o d ɪ t̪ ɪ
